title,author,categories,publishing,isbn,description,orginalTitle,date,datePol,pages,lang,translator,comments,quotes
"
Re: internet - społeczne aspekty medium. Polskie konteksty i interpretacje ",praca zbiorowa,"
nauki społeczne (psychologia, socjologia, itd.) ",Wydawnictwa Akademickie i Profesjonalne,"
978-83-60501-38-2 ","
Internet jest medium, którego oddziaływanie odczuwamy w coraz liczniejszych dziedzinach życia społecznego. Kierunek oddziaływania internetu nie jest oczywisty, a efekt niejednolity. Kluczem do lektury książki może więc być szukanie regularności z jednej strony, a różnorodności – z drugiej, sposobów używania i jego skutków w różnych sferach życia społecznego. Książka została napisana przez młodych badaczy z polskich ośrodków akademickich.

""Książka przygotowana niemal w całości przez grono młodych badaczy dokumentuje stan i kierunek prowadzonych w Polsce prac badawczych w tym nowym i niezmiernie ważkim obszarze praktyki społecznej, jaki został stworzony z chwilą pojawienia się internetu. Wchodzące w jej skład teksty prezentują wysoki poziom teoretyczny i stanowią znaczący wkład do analizy funkcjonowania nowego medium"".

prof. dr hab. Mirosława Marody, Instytut Socjologii, Uniwersytet Warszawski

""Wprawdzie internet nadal rozwija się szybciej niż stan naukowej refleksji nad nim, jednak badacze zaczynają powoli nadrabiać zaległości, także w Polsce. Mamy już w polskim piśmiennictwie medioznawczym kilkanaście znaczących pozycji, zarysowujących podstawę ogólnej wiedzy o sieci, komunikacji sieciowej i społeczeństwie sieciowym. Re: internet - społeczne aspekty medium dołącza do tego zbioru i wzbogaca go w sposób znaczący"".

prof. dr hab. Maciej Mrozowski, Instytut Dziennikarstwa

Uniwersytet Warszawski ",,"
2006-01-01 ","
2006-01-01 ","
432 ","
polski ",,,
"
National Geographic 01/2006 (76) ",Redakcja magazynu National Geographic,"
czasopisma ",G+J RBA,"
15075966 ","
Spis treści:
Darłowo
Kto wygrywa w Iraku?
Ludobójstwo
Wielki Kanion
Powrót rysia
W świecie bóstw Majów
Ostatnie łowy na lodzie
Modliszki ",,"
2006-01-01 ","
2006-01-01 ","
156 ","
polski ",,,
"
Przewodnik śladami thrillerów Dana Browna ",Oliver Mittelbach,"
językoznawstwo, nauka o literaturze ",Amber,"
8324125124 ","
Znajdziemy tu wszystkie informacje potrzebne do wypraw śladami powieści Dana Browna: tło historyczne, ponad 100 kolorowych zdjęć, porady praktyczne, propozycje wycieczek, a do tego mnóstwo anegdot - również z planu filmowego. ","
Dan Browns Thriller-Schauplatze als Reiseziel ","
2006-01-01 ","
2006-01-01 ","
150 ","
polski ","
Sławomir Rzepka ",,
"
Potrawy z owocami ",Halina Jachowska,"
kulinaria, przepisy kulinarne ",Prószyński i S-ka,"
8374693827 ","
Sezon owocowy w pełni. Piękne dorodne owoce najlepiej smakują na surowo. Ale aby wzbogacić nasz jadłospis o cenne witaminy, chętnie sięgamy po nie i dodajemy do przygotowywanych potraw. Drób, a szczególnie kaczka nadziewana jabłkami i ananasem to prawdziwe dzieło kulinarne o wielosmakowej gamie i wonnościach. Wołowina z dodatkiem jarzyn i owoców zachwyci niejednego biesiadnika a sernik z leśnymi owocami uświetni każde przyjęcie. ",,"
2006-01-01 ","
2006-01-01 ","
96 ","
polski ",,,
"
Rzeszów - przewodnik po śródmieściu i osiedlach Rzeszowa ",Stanisław Kłos,"
turystyka, mapy, atlasy ",Agencja Wydawnicza JOTA,"
83-88174-26-6 ","
Przewodnik po Rzeszowie z pięknymi fotografiami Józefa Ambrozowicza. Pozwoli na lepsze poznanie ciekawych zakątków tego miasta wojewódzkiego. Przybliży historię, a także opisze współczesność. ",,"
2006-01-01 ","
2006-01-01 ","
228 ","
polski ",,"

A to z kolei pamiątka z podróży na Podkarpacie. Mam sentyment do Rzeszowa, miasta gdzie narodził się zespół Breakout oraz zimnofalowa grupa „1984”. Odwiedziłem go jednak po wielu latach nieobecności. Nie pamiętając topografii miasta, wolałem sięgnąć po coś bardziej esencjonalnego niż mapa. I tak w ówczesnej księgarni „Libra” trafiłem na taki poręczny przewodnik, a w nim wszystko co niezbędne: historia miasta, miejsce godne zobaczenia, wyraźne fotografie… Takie kompendium, które aż miło później postawić na półce i wspominać co jakiś czas zwiedzone trasy turystyczne. 

A to z kolei pamiątka z podróży na Podkarpacie. Mam sentyment do Rzeszowa, miasta gdzie narodził się zespół Breakout oraz zimnofalowa grupa „1984”. Odwiedziłem go jednak po wielu latach nieobecności. Nie pamiętając topografii miasta, wolałem sięgnąć po coś bardziej esencjonalnego niż mapa. I tak w ówczesnej księgarni „Libra” trafiłem na taki poręczny przewodnik, a w nim... 

więcej



mniej





Pokaż mimo to


;

Przystępnie napisana,króka i zwarta historia powstania i losów miasta, ciekawie opisane stare miasto z propozycjami tras zwiedzania, bogate tło historyczne zabytków, rzuty budynków,kościołów. Przewodnik bogaty w fotografie,posiada mapy oraz plany miasta. Duży nacisk kładzie na historię i historię architektury wszysykich osiedli Rzeszowa. Uważam,za gody polecenia. Wygodna,kieszonkowa forma,twarda okładka,kredowy papier,230 stron,posiada informator urzędów,instytucji,organizacji,muzeów,placówek kulturalnych, wyższych uczelni,hoteli oraz restauracji 

Przystępnie napisana,króka i zwarta historia powstania i losów miasta, ciekawie opisane stare miasto z propozycjami tras zwiedzania, bogate tło historyczne zabytków, rzuty budynków,kościołów. Przewodnik bogaty w fotografie,posiada mapy oraz plany miasta. Duży nacisk kładzie na historię i historię architektury wszysykich osiedli Rzeszowa. Uważam,za gody polecenia.... 

więcej



mniej





Pokaż mimo to


",
"
Między Kopernikiem a Zygmuntem, czyli tło warszawskie w ""Lalce"" Bolesława Prusa ",Paweł Waszak,"
albumy ",Muzeum Historyczne m. st. Warszawy,"
838847748X ","
W książce zestawione zostały fragmenty tekstów „Lalki"" dotyczących Warszawy: miejsc, instytucji i obyczajów, z obszernymi fragmentami dawnych przewodników po Warszawie i artykułów ówczesnej prasy, które poszerzają i uzupełniają tekst Prusa. Ważną rolę w tej publikacji spełnia także ikonografia: mapy, reklamy, drzeworyty oraz stare i nowe fotografie.
W swej graficznej formie książka nawiązuje do epoki Prusa (autorami projektu graficznego byli Ewa i Jerzy Kowalscy). ",,"
2006-01-01 ","
2006-01-01 ","
 120 ","
polski ",,,
"
Fotografia cyfrowa. Photoshop Elements 4 ",Scott Kelby,"
hobby ",Helion,"
83-246-0403-0 ","
Sprawdzone metody obróbki cyfrowych fotografii

* Porządkowanie i opisywanie kolekcji zdjęć
* Korekcja barwna i usuwanie niepotrzebnych obiektów
* Praca z plikami w formacie RAW
* Publikowanie i prezentacja fotografii

Pamiętasz czasy, kiedy przed wykonaniem zdjęcia dziesięć razy sprawdzało się parametry naświetlenia, żeby po wywołaniu kliszy i zrobieniu odbitek nie okazało się, że zamiast pięknego mazurskiego pejzażu mamy piękną kolorową plamę? Fotografia cyfrowa uwolniła nas od tych problemów. Oczywiście -- sam fakt posiadania cyfrówki nie sprawi, że jej właściciel stanie się wirtuozem obiektywu, ale dzięki komputerowej obróbce zdjęć będzie mógł z niemal każdego niedoświetlonego, prześwietlonego lub źle wykadrowanego zdjęcia uczynić piękną fotografię.

Książka ""Fotografia cyfrowa. Photoshop Elements 4"" prezentuje profesjonalne techniki modyfikowania i korygowania zdjęć z wykorzystaniem programu Photoshop Elements. Scott Kelby, autor wielu publikacji poświęconych różnym wersjom Photoshopa, przedstawia sztuczki, jakimi posługują się fachowcy od fotografii cyfrowej podczas edycji, korekcji, retuszu i prezentacji swoich dzieł. Dowiesz się, jakich ustawień i narzędzi programu Photoshop Elements 4 używać, aby osiągnąć określony rezultat.

* Zarządzanie plikami za pomocą programu Organizer
* Korzystanie z metadanych
* Korekcja zdjęć w formacie RAW
* Zmiana wielkości i kadrowanie fotografii
* Korekcja kolorystyki i usuwanie błędów naświetlenia
* Retusz portretów
* Efekty specjalne
* Przywracanie świetności starym fotografiom
* Prezentacja i drukowanie zdjęć ","
The Photoshop Elements 4 Book for Digital Photographers ","
2006-01-01 ","
2006-01-01 ","
463 ","
polski ","
Piotr Cieślak ",,
"
Leksykon lektur szkolnych ",Wojciech Głuch,"
encyklopedie, słowniki ",Europa,"
8374070404 ","
*Niezbędny w biblioteczce licealisty i w każdej biblioteczce szkolnej*Niezastąpiony przy powtórkach do nowego egzaminu maturalnego zarówno ustnego, jak i pisemnego*Zawiera szczegółowe omówienia wszystkich podstawowych lektur*Przygotowuje do interpretacji dzieł literackich na lekcjach języka polskiego w liceum*Pomocny dla nauczyciela - uzupełnia i wzbogaca konspekty polonistycznych lekcji ",,"
2006-01-01 ","
2006-01-01 ","
516 ","
polski ",,,
"
O Elastyczność Prawa Spadkowego Fideikomis Uniwersalny w Klasycznym Prawie Rzymskim ",Franciszek Longchamps de Bérier,"
popularnonaukowa ",Liber,"
8372061335 ","
Książka traktuje o powstałym w Rzymie fideikomisie uniwersalnym - instytucji prawnej, która zwiększyła swobodę spadkodawców w decydowaniu o losach ich majątku na wypadek śmierci. Badania nad tym, jak fideikomis uniwersalny kształtował się jako instytucja prawna oraz do realizacji jakich celów mógł posłużyć, pozwalają bliżej przyjrzeć się prawu spadkowemu, które było przecież motorem rozwoju rzymskiego prawa prywatnego. Praca skupia się na mechanizmach rozwoju prawa, bo historia fideikomisów pokazuje, że gdy istniejące regulacje są skostniałe i nie przystają do potrzeb obrotu, praktyka inspirowana społecznymi i ekonomicznymi wymogami dąży do wprowadzenia drogą faktów dokonanych nowych rozwiązań. Jeśli tylko dają się one pogodzić z obowiązującymi regulacjami, stają się integralną częścią porządku prawnego. Nie pozostają oczywiście bez wpływu na całość regulacji danej dziedziny prawa: jak fideikomis, który powstał z szacunku dla woli spadkodawcy i bez wątpienia uczynił rzymskie prawo spadkowe bardziej elastycznym. ",,"
2006-01-01 ","
2006-01-01 ","
228 ","
polski ",,,
"
Moje dziecko w żłobku. Szansa czy koniecznośća ",Hanna Trawińska,"
poradniki ",Żak,"
9788389501592 ","
Hanna Trawińska od ponad 30 lat pracuje w warszawskich żłobkach. Rozpoczynała swoją drogę zawodową w żłobku tygodniowym na ulicy Koszykowej w Warszawie. Później przeniosła się na Żoliborz, by tam w kilku kolejnych placówkach służyć wiedzą, pasją i doświadczeniem najmłodszym, a także niespokojnym o ich los rodzicom. ",,"
2006-01-01 ","
2006-01-01 ","
81 ","
polski ",,,
"
Wielka encyklopedia Koty - Opieka tom 4 ",Bruce Fogle,"
encyklopedie, słowniki ",Dorling Kindersley,"
9788375583175 ","
Wielka encyklopedia Koty - to kompendium wiedzy o tych niezwykłych zwierzętach. Przyjaciele i hodowcy zgłębiają dzięki niemu wiadomości o rasach kotów, znajdą tutaj szczegółowe informacje i praktyczne porady dotyczące wszelkich potrzeb i zachowań swoich ulubieńców, a także opieki nad nimi. Dowiedzą się jak wybrać kota, co zrobić gdy puszysty ulubieniec zachoruje, jak go pielęgnować, by był szczęśliwy. ","
RSPCA COMPLETE CAT CARE MANUAL ","
2006-01-01 ","
2006-01-01 ","
63 ","
polski ",,,
"
Jak efektywnie poszukiwać pracy ",Jeff Taylor Doug Hardy,"
poradniki ",Polskie Wydawnictwo Profesjonalne Sp. z o.o.,"
838935599X ",,"
How to land the job of Your life ","
2006-01-01 ","
2006-01-01 ","
388 ","
polski ",,,
"
Rośliny pnące /zdrowa gleba ogrodowa, dokarmianie roślin i nawożenie ",Karl Ludwig,"
flora i fauna ",Muza,"
8373198520 ","
Podstawy urządzania, techniki budowlane i konstrukcje Krok po kroku urządzanie balkonu, budowa szpalerów, altan i pergoli Portrety roślin pnących wraz ze wskazówkami dotyczącymi uprawy i zastosowania ","
Małgorzata Świdzińska ","
2006-01-01 ","
2006-01-01 ","
96 ","
polski ","
Małgorzata Świdzińska ",,
"
Rzeźbienie w glinie ",Josef Lang,"
poradniki ",Wydawnictwo RM,"
9788372435217 ","
Droga od pozbawionej kształtu gliny do gotowej figury kota, aktu, czy wizerunku ludzkiej dłoni nie musi być ciężką, żmudną pracą. Książka przedstawia krok po kroku metody rzeźbienia w glinie. Opisano w niej sposoby przygotowywania gliny, podstawowe narzędzia i techniki rzeźbiarskie. Ilustracje, wskazówki i podpowiedzi utytułowanego rzeźbiarza z dużym doświadczeniem dydaktycznym wprowadzają w magiczny świat rzeźby. ",,"
2006-01-01 ","
2006-01-01 ","
80 ","
polski  ",,"

Uwielbiam ceramikę ale mało o niej wiem... Książka to poradnik dla początkujących jednak nie zachęcił mnie do działania wiele cennych porad , opisy narzędzi , co i jak krok po kroku. jednak to praktyka czyni mistrza.... 

Uwielbiam ceramikę ale mało o niej wiem... Książka to poradnik dla początkujących jednak nie zachęcił mnie do działania wiele cennych porad , opisy narzędzi , co i jak krok po kroku. jednak to praktyka czyni mistrza.... 



Pokaż mimo to


",
"
Chuda Emma Ciężki moździerz 30,5 cm ",Andrzej Zarńôba,"
powieŇõńá historyczna ",Libron,"
9788360547113 ","
...Dawny wyŇõcig zbrojeŇĄ toczony pomińôdzy obroŇĄcami twierdz i oblegajńÖcymi odŇľywa tylko w wyobraŇļni podr√≥ŇľujńÖcych w czasie badaczy i archeolog√≥w, podobny bardziej do homeryc-kich opowieŇõci o Troi niŇľ do dramat√≥w znanych z codziennych wiadomoŇõci. Ta skromna ksińÖŇľeczka jest pr√≥bńÖ takiej podr√≥Ňľy w czasie, odbytej dzińôki uprzejmoŇõci anonimowych fotograf√≥w sprzed 90 lat, kt√≥rzy poŇõwińôcili sw√≥j czas i swoje bezpieczeŇĄstwo dla r√≥wnie dla nich anonimowych obserwator√≥w z przyszŇāoŇõci autora, os√≥b go wspierajńÖcych i wielce szanownych Czytelnik√≥w. Bohaterami sńÖ ludzie biorńÖcy udziaŇā w dramacie europejskim lat 1914-1918, konstruktorzy dziaŇā, a nade wszystko dwoista ludzka natura pomieszanie dobra ze zŇāem, w kt√≥rym szaleŇĄstwo wojny bywa czńôsto motorem postńôpu, a dobrodziejstwa pokoju obracajńÖ sińô w konsekwencjiprzeciw ludziom [...] ",,"
2006-01-01 ","
2006-01-01 ","
175 ",,,,
"
Wojsko Polskie w latach 1918-1921 ",Lech Wyszczelski,"
powieść historyczna ",Neriton,"
8389729563 ","
Monografia obejmuje wojenny okres funkcjonowania odrodzonego w 1918 r. Wojska Polskiego. Składa się na nią organizacja, wyposażenie, uzbrojenie wojska i jego dynamiczny rozwój do liczebności około 1 mln żołnierzy w szczytowym okresie wojny polsko-rosyjskiej 1919–1920. Kolejną część stanowią działania wojenne w konfliktach polsko-ukraińskim, polsko-rosyjskim, powstaniu śląskim i wielkopolskim oraz starcia z Litwinami i Czechosłowakami. ",,"
2006-01-01 ","
2006-01-01 ","
530 ","
polski ",,"

Moim zdaniem bardzo dobra pozycja, zresztą jak większość tego autora. Solidna praca, bardzo dużo informacji na temat Wojska Polskiego w pierwszych latach od uzyskania niepodległości. Rodzaje broni, służb, szkolenie, opisy prowadzonych wojen itd. Jednym słowem każdy pasjonat tamtego okresu coś dla siebie w niej znajdzie. 

Moim zdaniem bardzo dobra pozycja, zresztą jak większość tego autora. Solidna praca, bardzo dużo informacji na temat Wojska Polskiego w pierwszych latach od uzyskania niepodległości. Rodzaje broni, służb, szkolenie, opisy prowadzonych wojen itd. Jednym słowem każdy pasjonat tamtego okresu coś dla siebie w niej znajdzie. 



Pokaż mimo to


",
"
O obyczajowości Polaków przełomu epok: od schyłku XIX stulecia do wybuchu II wojny światowej ",Roman Wapiński,"
historia ",Polnord-Oskar,"
8389923211 ",,,"
2006-01-01 ","
2006-01-01 ","
164 ","
polski ",,,
"
zarządzanie czasem. zwiększ własną produktywność i efektywność ",praca zbiorowa,"
poradniki ",MT Biznes,"
9788388970429 ","
Menedżerowie poświęcają tak wiele czasu na udział w spotkaniach, radzenie sobie z nagłymi przerwami i zażegnywanie sytuacji kryzysowych, że gdy przychodzi im zabrać się za rzeczywiste zadania, odczuwają chroniczny brak czasu. ",,"
2006-01-01 ","
2006-01-01 ","
211 ","
polski ",,,
"
Metafizyka klasyczna wersji egzystencjalnej ",Paweł Mazanka,"
filozofia, etyka ",Wydawnictwo Uniwersytetu Kardynała Stefana Wyszyńskiego,"
8370724132 ","
W rozprawie autorzy ukazują najogólniejszą klasyczną teorię rzeczywistości, zwaną metafizyką w jej podstawowych zagadnieniach. W książce prezentowany jest zespół zagadnień, których studium może stanowić pomoc w rozumieniu filozofii klasycznej, a przez to także pomoc w głębszym poznaniu pozaklasycznych systemów filozoficznych, dla studiujących i wykładających tę dziedzinę poznania. ",,"
2006-01-01 ","
2006-01-01 ","
431 ","
polski ",,"

problem esse (istnienie) ewoluuje, w filozofii arabskiej ma postać przypadłości, u Tomasza staje się składnikiem bytu, to trochę inna perspektywa 

problem esse (istnienie) ewoluuje, w filozofii arabskiej ma postać przypadłości, u Tomasza staje się składnikiem bytu, to trochę inna perspektywa 



Pokaż mimo to


;

Fajną książkę napisał prof. Mazanka z prof. Morawcem. Katowano nas na 1szym roku nią, ale dobra jest!!

Znalazłem karton z książkami w piwnicy, a tam kolejne książki które przeczytałem. Przeczytałem trochę książek w młodości :) . 

To książka z mojej półki ""różności"", wrzucam tu te setki książek które przeczytałem w życiu w latach 2000-2019. 

Fajną książkę napisał prof. Mazanka z prof. Morawcem. Katowano nas na 1szym roku nią, ale dobra jest!!

Znalazłem karton z książkami w piwnicy, a tam kolejne książki które przeczytałem. Przeczytałem trochę książek w młodości :) . 

To książka z mojej półki ""różności"", wrzucam tu te setki książek które przeczytałem w życiu w latach 2000-2019. 



Pokaż mimo to


;

Bardzo nierówna książka. Raz pisana przystępnie, raz wyjątkowo mgliście. Zawiera trochę błędów i niejasności oraz niektóre fragmenty wydają się być napisane na siłę, choć niczego zupełnie nie wyjaśniają ergo: są zbędne.

Najbardziej razi przypisywanie odkrycia problemu istnienia św. Tomaszowi, podczas gdy to dorobek filozofii arabskiej (konkretnie Al-Farabiego), który Europa przyjęła i również tutaj Tomasz nie był pierwszy, bo już wcześniejsi scholastycy się zastanawiali nad tym zagadnieniem. 

Bardzo nierówna książka. Raz pisana przystępnie, raz wyjątkowo mgliście. Zawiera trochę błędów i niejasności oraz niektóre fragmenty wydają się być napisane na siłę, choć niczego zupełnie nie wyjaśniają ergo: są zbędne.

Najbardziej razi przypisywanie odkrycia problemu istnienia św. Tomaszowi, podczas gdy to dorobek filozofii arabskiej (konkretnie Al-Farabiego), który... 

więcej



mniej





Pokaż mimo to


",
"
Młodym być ",Paweł Zuchniewicz,"
religia ",POLWEN,"
83-89862-49-2 ","
""Szukałem was, a wy przyszliście do mnie. Dziękuję wam."" Słowa te padły z ust leżącego na łożu śmierci Jana Pawła II, kiedy to w piątek, 1 kwietnia 2005 roku powiedziano mu, że na placu św. Piotra gromadzą się rzesze młodych ludzi. Papież z Polski całym sercem ukochał młodzież. Od pierwszego dnia pontyfikatu prowadził z nią żywy dialog. Wielokrotnie zwracał się bezpośrednio do młodych: zachęcał i wymagał, współczuł i żartował, zadawał pytania i udzielał odpowiedzi. Był nauczycielem, który nie tylko nauczał, ale też uczył się od swoich podopiecznych: ""Nauczyłem się od młodych problematyki tej młodości, która jest wielkim darem Bożym, która jest piękna i trudna - może właśnie dlatego jest piękna, że jest trudna - młodości, od której nie można uciec, bo wchodzi w życie człowieka siłą faktu w odpowiednim czasie. Można tylko ją rozegrać, jest z nią tak jak z tymi talentami w Ewangelii.

""Młodym być"" przybliża słowa Papieża skierowane do młodzieży. Cennym uzupełnieniem książki jest płyta CD z reportażami ze spotkań Papieża z młodymi w Polsce i na świecie. Płyta zawiera również fragmenty oryginalnych wypowiedzi Jana Pawła II. ",,"
2006-01-01 ","
2006-01-01 ","
133 ","
 polski ",,,"
Czuwam - to znaczy : miłość bliźniego - to znaczy: podstawowa międzyludzka solidarność. - Jan Paweł II ;
Wiem, że ta ""siła przebicia"" bywa czasem rozumiana jako,powiedzmy, talent kombinowania, ale jest taka siła przebicia, która tkwi w człowieku i wynika z jego wartości, i wobec której wszyscy muszą zamilknąć. Jest taka siła, taka siła przebicia! I ja myślę, że już - ogólnie biorąc - jest klimat po temu, żeby ta siła przebicia, ten rodzaj siły przebicia przynosił skutki. - Jan Paweł II ;
Człowiek nie może być tylko wychowywany. Musi wychowywać samego siebie, być dla siebie wychowawcą. "
"
Nigdy nie zapomnij kłamać! Prawdziwa historia przetrwania ",Felicja Bryn,"
reportaż ",,"
9788392365105 ","
Książka Felicji Bryn wpisuje się w nurt literatury dzieci Holokaustu. To wspomnienia dojrzałej kobiety, która być może dopiero teraz, dzięki tej publikacji, zrzuciła z siebie koszmar podwójnego życia, który – jak wielu Żydom – nie pozwala normalnie żyć. Tytuł wydania to słowa ciotki pięcioletniej Feli, która wyprowadzając małą z warszawskiego getta, dała jej taką właśnie wskazówkę. Była to – jak się okazało – wskazówka na niemal całe życie. Holokaust zdeterminował życie Żydów: widzimy to aż nazbyt wyraźnie, poznając historię Feli Bryn: strach, którego nie da się pozbyć i nieustanne ucieczki. Straszna jest ta historia ucieczek nie tylko z miasta do miasta, ale przede wszystkim przed sobą samą i swoją tożsamością. Jednak – jak zaznacza autorka – to nie tylko książka o niej, ale też o tych, którzy opiekowali się nią, nie bojąc się narażać swojego życia. ",,"
2006-01-01 ","
2006-01-01 ","
183 ","
polski ",,,
"
Słownik mitologii greckiej i rzymskiej ",Vojtech Zamarovský,"
popularnonaukowa ",Videograf II,"
8371833911 ","
Słownik przybliża postacie mitologii greckiej i rzymskiej, przedstawiając ich losy w barwny, nierzadko dramatyczny sposób. Autor nie ogranicza się wyłącznie do mitologii. Dodaje też uwagi o opracowaniu danych postaci i tematów w literaturze, sztukach plastycznych i muzyce. Tekst wzbogacają liczne ilustracje dzieł sztuki zainspirowanych przez bohaterów mitologicznych, a tworzonych od antyku po współczesność. ","
Bohovia a hrdinovia antickych baji ","
2006-01-01 ","
2006-01-01 ","
720 ","
polski ","
Jacek Illg, Lucyna Spyrka, Joanna Wania ",,
"
Hot Style ",Mayama Jun,"
komiksy ",Shinshokan Publishing,,"
Kirino - funkcjonariusz policji, przez kolegów z pracy zwany pieszczotliwie ""Gorylem"", żywi gwałtowne lecz skryte uczucie do prokuratora Sudy. Kiedy więc Suda staje się ofiarą napaści, Kirino dostaje szansę na dowiedzenie swych uczuć. Jednak nie jest to takie proste: śledztwo stoi w martwym punkcie, sprawca nadal jest na wolności, a w dodatku prokurator nabawił się traumy, przez którą nie może znieść męskiego dotyku. Czy Kirino uda się schwytać przestępcę? Czy uda mu się zdobyć serce Sudy i urzeczywistnić choć jeden z tych snów, w których główną rolę odgrywa nagi i chętny prokurator? I czy to na pewno wszystkie przeszkody jakie będzie musiał pokonać na drodze do wspólnego szczęścia? ",,"
2006-01-01 ",,,"
japoński ",,,
"
Praga. Najpiękniejsze miejsca. Zabytki ",Petr David,"
albumy ",Świat Książki,"
8324701818 ","
Wspaniały album, a jednocześnie przewodnik, prezentuje najpiękniejsze, najważniejsze zabytki Pragi - miejsca najciekawsze pod względem architektonicznym, kulturalnym, historycznym i przyrodniczym. 
Książka prowadzi czytelnika spacerem przez miasto: do skarbca w katedrze św. Wita, Zamku Praskiego, Letniego Pałacyku Królewskiego, na Placu Hradczańskim zatrzymamy się przez Pałacem Schwarzenbergów, wstąpimy do Lorety, zajrzymy na uliczkę Nowy Świat. 
W czasie wędrówki po Pradze nie możemy pominąć wiekowego Wyszehradu, chlubnie zapisanego w najdawniejszej historii Czech.
Stopniowo poznajemy miasto, jego pałace, kościoły, klasztory, parki. ","
Skvosty Prahy ","
2006-01-01 ","
2006-01-01 ","
208 ","
polski ",,"

Świetny album, można sobie przypomnieć, co się zwiedziło, ale także przygotować trasę z miejscami, które ominęliśmy. Można poczytać o konkretnych zabytkach na wyrywki lub całościowo o mieście. Dodatkowo ciekawostki, piękne zdjęcia i ładne wydanie. Polecam jako uzupełnienie przewodników po mieście. 

Świetny album, można sobie przypomnieć, co się zwiedziło, ale także przygotować trasę z miejscami, które ominęliśmy. Można poczytać o konkretnych zabytkach na wyrywki lub całościowo o mieście. Dodatkowo ciekawostki, piękne zdjęcia i ładne wydanie. Polecam jako uzupełnienie przewodników po mieście. 



Pokaż mimo to


",
"
Od piwiarnianego klubu do organizacji wywrotowej. Nazizm w latach 1919-1924 ",Marek Maciejewski,"
powieść historyczna ",Wydawnictwo Adam Marszałek,"
8374412860 ","
Książka omawia wciąż nie w pełni opracowane w literaturze naukowej początki nazizmu w Niemczech, tzw. Vorbewegung (zalążki ruchu politycznego), czyli jego kształtowanie się w latach 1919-1924. W okresie tym narodowy socjalizm przeobraził się jako organizacja z miniaturowej partii przypominającej klu ",,"
2006-01-01 ","
2006-01-01 ","
434 ","
polski ",,,
"
Kazimierz Dolny w 3 dni ",Joanna Wacława Niegodzisz,"
turystyka, mapy, atlasy ",Muza,"
8370797563 ","
Bogato ilustrowany przewodnik, także dla turystów niepełnosprawnych. Opis najważniejszych zabytków miasta oraz trasy turystycznej: Puławy - Nałęczów - Kazimierz Dolny.Przyroda Kazimierskiego Parku Krajobrazowego. 
Bogata historia i ludzie tworzący klimat magicznego miasteczka. Legendy i ich historyczna interpretacja. Ciekawostki i tajemnice. kalendarium imprez w mieście i okolicy. Informacje praktyczne dotyczące komunikacji, noclegów, wyżywienia. ",,"
2006-01-01 ","
2006-01-01 ","
239 ","
polski ",,"

Świetnie napisany przewodnik po Kazimierzu Dolnym i okolicach. Bardzo szczegółowy, ale nie nudny. Napisany ciekawie i interesująco, pięknie ilustrowany bardzo dobrymi zdjęciami. Bardzo mi się przydał podczas wyjazdów do Kazimierza. Cenne wskazówki, mapy, opisy obiektów naprawdę godnych zwiedzenia. Warto go nabyć wybierając się w te piękne rejony. 

Świetnie napisany przewodnik po Kazimierzu Dolnym i okolicach. Bardzo szczegółowy, ale nie nudny. Napisany ciekawie i interesująco, pięknie ilustrowany bardzo dobrymi zdjęciami. Bardzo mi się przydał podczas wyjazdów do Kazimierza. Cenne wskazówki, mapy, opisy obiektów naprawdę godnych zwiedzenia. Warto go nabyć wybierając się w te piękne rejony. 



Pokaż mimo to


",
"
Solfeż 1 ",Józef Karol Lasocki,"
hobby ",Polskie Wydawnictwo Muzyczne,"
9788322417140 ","
Część pierwsza „Solfeża” zawiera ćwiczenia w tonacji C-dur i a-moll wraz ze zmianami chromatycznymi (alteracje) oraz w tonacjach do trzech znaków. Większość czytanek stanowią wyjątki z dzieł kompozytorów polskich i obcych oraz polskie pieśni ludowe. Ćwiczenia należy wykorzystywać jako materiał: a) do opracowania na lekcjach w szkole, b) do czytania a vista, c) do samodzielnego opracowania przez ucznia w domu. ",,"
2006-01-01 ","
2006-01-01 ","
308 ","
polski ",,"

niecierpię ! 

niecierpię ! 



Pokaż mimo to


",
"
Odkryj siłę radości, która jest w Tobie ",Marino Parodi,"
poradniki ",eSPe,"
8374820330 ","
Autor proponuje nam drogę do osiągnięcia szczęścia i zadowolenia z życia: zaczyna się ona od nowego spojrzenia na życie, prowadzi do zyskania pełni świadomości, a w konsekwencji do dokonania życiowych wyborów. Prawdziwe historie, które zostały w tej książce opowiedziane, przekonują nas, że pójście taką drogą zawsze jest możliwe, o ile tego chcemy. ",,"
2006-01-01 ","
2006-01-01 ","
230 ","
polski ",,,
"
Filiżanka Herbaty ",Danielle Bean,"
literatura piękna ",Dom Wydawniczy Rafael,"
8360293619 ","
Napełniam kubki sokiem. Czytam kilka razy dziennie książeczkę Jak ciekawski George podróżował latawcem. Nie analizuję za to dogłębnie wieczornych wiadomości, ani nie zagłębiam się w pisma świętych czy doktorów Kościoła. Jestem po prostu mamą próbującą podążać codziennie za Bożą wolą, stykającą się z porażkami i sukcesami.... ",,"
2006-01-01 ","
2006-01-01 ","
132 ","
polski ",,,
