title,author,categories,publishing,isbn,description,orginalTitle,date,datePol,pages,lang,translator,comments,quotes
"
Szkice, recenzje, felietony T.2 ",Bohdan Zadura,"
powieść historyczna ",Biuro Literackie,"
9788360602249 ","
Na drugi tom Szkiców, recenzji, felietonów stanowiący kontynuację edycji utworów zebranych zadury, składają się teksty o literaturze i nie tylko, niepublikowane dotąd w formie książkowej. ",,"
2007-01-01 ","
2007-01-01 ","
519 ","
polski ",,,
"
Spadające gwiazdy małej Helenki ",Zofia Zakrzewska-Klosa,"
literatura piękna ",Cotkotu,"
9783940662019 ","
&Spadające gwiazdy małej Helenki to tekst pełen fantazji, który porywa dzieci w świat nieograniczony w czasie i przestrzeni. To podróż przez wszechświat, przeszłość i przyszłość. Podróż przez pełn ",,"
2007-01-01 ","
2007-01-01  ","
177 ","
polski ",,"

Obrazki dość przerażające, cały czas autorka podkreśla że książka jest dla jej córki (po 3 kartce zaczęłam się zastanawiać, czy skoro tak bardzo ta książka jest dla Helenki, to może my nie powinniśmy jej czytać:P) Fajnie, że świat baśni jest połączony z żywymi postaciami, jednak na mnie ta książka wywarła mieszane uczucia 

Obrazki dość przerażające, cały czas autorka podkreśla że książka jest dla jej córki (po 3 kartce zaczęłam się zastanawiać, czy skoro tak bardzo ta książka jest dla Helenki, to może my nie powinniśmy jej czytać:P) Fajnie, że świat baśni jest połączony z żywymi postaciami, jednak na mnie ta książka wywarła mieszane uczucia 



Pokaż mimo to


;

prawdę mówiąc nie pamiętam prawie nic z tej książki. Pamiętam nie które momenty z myszką Cotu. Czytałam tą książke jak byłam mniejsza więc zrozumiałe jest to że nie mogę za wiele o niej powiedzieć. Jednak pamiętam, że uwielbiałam tą książke :) 

prawdę mówiąc nie pamiętam prawie nic z tej książki. Pamiętam nie które momenty z myszką Cotu. Czytałam tą książke jak byłam mniejsza więc zrozumiałe jest to że nie mogę za wiele o niej powiedzieć. Jednak pamiętam, że uwielbiałam tą książke :) 

Oznaczone jako spoiler 

Pokaż mimo to


",
"
O istocie pojęć ",Robert PiŇāat,"
filozofia, etyka ",Wydawnictwo Instytutu Filozofii i Socjologii PAN,"
8373881379 ","
Pojńôcia zdajńÖ sińô kryńá tajemnicńô dotyczńÖcńÖ zwińÖzku czŇāowieka i Ňõwiata. W ujńôciu klasycznej filozofii pojńôcia pokazywaŇāy to, co zarazem Ňļr√≥dŇāowe i uniwersalne. MiaŇāy obejmowańá r√≥ŇľnorodnoŇõńá przejaw√≥w bytu, sińôgajńÖc r√≥wnieŇľ ku rzeczom nieistniejńÖcym i znajdujńÖcym sińô zasińôgiem doŇõwiadczenia. MiaŇāy teŇľ wskazywańá na Ňļr√≥dŇāo owej rozmaitoŇõci, przedstawiajńÖc jńÖ jako realizacjńô jednoŇõci wyraŇľonej przez pojńôciowe uniwersum. Lecz od dawna dostrzega sińô symptomy wyczerpania projektu wyjaŇõniania Ňõwiata w oparciu o pojńôcia... ",,"
2007-01-01 ","
2007-01-01 ","
318 ",,,,
"
Let Dai Vol. 10 ",Woon Soo-yoon,"
komiksy ",Netcomics,"
1600090141 ",,,"
2007-01-01 ",,"
175 ","
angielski ",,,
"
Gdyby dinozaury żyły dzisiaj ",Dougal Dixon,"
flora i fauna ",Wydawnictwo SBM,"
9788360542828 ","
Jak wyglądałby świat? Co by było, gdyby dinozaury nie wymarły 65 mln lat temu? Czy moglibyśmy dzielić Ziemię z największymi zwierzętami z dziejach świata? Zapraszamy na niesamowitą podróż przez oceany, przestworza i lądy. Zobaczcie, jak wyglądałby świat, gdyby nadal żyły dinozaury. ",,"
2007-01-01 ","
2007-01-01 ","
96 ","
polski ",,,
"
Od niechęci do akceptacji : o wychowaniu dzieci do tolerancji wobec osób niepełnosprawnych ",Iwona Rudek,"
nauki społeczne (psychologia, socjologia, itd.) ",Oficyna Wydawnicza Impuls,"
978-83-7308-866-5 ","
Nowoczesne społeczeństwo stawia współczesnej szkole określone poziomem cywilizacji i charakterem kultury wymagania w zakresie kształcenia i rozwoju uczniów. Jednym z takich wymagań jest uczenie tolerancji wobec osób niepełnosprawnych, które wyraża postawę szacunku wobec osoby. Potrzeby i problemy osób niepełnosprawnych winny stanowić istotny element w organizacji i funkcjonowaniu całego społeczeństwa. Z tego powodu kształtowanie tolerancji należy rozpoczynać możliwie najwcześniej – doskonałe środowisko do podejmowania tego typu działań stanowi szkoła.

Przedstawiona problematyka jest obrazem zdiagnozowania tolerancji dzieci przejawianej wobec niepełnosprawnych rówieśników oraz nastawienia, działań i samooceny nauczycieli w zakresie rozwijania i uczenia takiej postawy. Poznanie wzajemnych relacji zachodzących pomiędzy uczniami pełnosprawnymi i niepełnosprawnymi w klasie może okazać się przydatne dla ich poprawy. Może też stanowić przesłankę dla podejmowania właściwych relacji w tej sferze pracy wychowawczej. Rezultaty przeprowadzanych badań pozwoliły zgłębić problematykę. Ukazały konieczność działań w tym obszarze społecznych kontaktów. ",,"
2007-01-01 ","
2007-01-01 ","
228 ","
polski ",,,
"
Baśnie starożytnych mity greckie ",Anita Rejch,"
powieŇõńá historyczna ",Papilon,"
9788360709948 ","
Starannie przygotowane adaptacje znanych mit√≥w greckich wprowadzńÖ dzieci w Ňõwiat mitycznych wierzeŇĄ, a dorosŇāym przypomnńÖ historie znane od tysińôcy lat. ",,"
2007-01-01 ","
2007-01-01 ","
112 ",,,"

NajwaŇľniejsze mity staroŇľytne przedstawione w bardzo przystńôpny spos√≥b, jednak bez rezygnacji z istotnych szczeg√≥Ňā√≥w. 

NajwaŇľniejsze mity staroŇľytne przedstawione w bardzo przystńôpny spos√≥b, jednak bez rezygnacji z istotnych szczeg√≥Ňā√≥w. 



PokaŇľ mimo to


;

Fajna opowieŇõńá chońá nie zabardzo przepadam za mitami 

Fajna opowieŇõńá chońá nie zabardzo przepadam za mitami 



PokaŇľ mimo to


",
"
Ilustrowana anatomia człowieka ",Feneis Heinz,"
zdrowie, medycyna ",Państwowy Zakład Wydawnictw Lekarskich,"
9788320033755 ","
Jest to nowe, zaktualizowane, polskie wydanie bardzo przydatnej książki, która stanowi źródło informacji o anatomii człowieka. Może ona służyć do powtarzania przyswojonego wcześniej materiału. Szczególną wartość książki stanowi układ całości, polegający na tym, że rysunki są umieszczone na stronach parzystych, a na stronach nieparzystych znajdują się terminy łacińskie i polskie oraz ich zwięzłe de ",,"
2007-01-01 ","
2007-01-01 ","
576 ","
polski ",,,
"
Let Dai Vol. 15  ",Woon Soo-yoon,"
komiksy ",Netcomics,"
1600090192 ",,,"
2007-01-01 ",,"
223 ","
angielski ",,,
"
Zaburzenia psychiczne w świetle literatury beletrystycznej ",Magdalena Ewa Ruszel,"
nauki społeczne (psychologia, socjologia, itd.) ",Fundacja Uniwersytecka w Stalowej Woli,"
978-83-86916-15-3 ","
Ciekawa próba analizy podstawowych zaburzeń psychicznych w nawiązaniu do znanych postaci z literatury pięknej.

-Depresyjne zaburzenie osobowości oraz syndrom presuicydalny na przykładzie ""Cierpień młodego Wertera"" Goethego
-Schizotypowe zaburzenie osobowości na przykładzie ""Kordiana"" Słowackiego
-Sadystyczno-paranoiczne zaburzenie osobowości na przykładzie ""Skąpca"" Moliera
-Paranoiczno-narcystyczne zaburzenie osobowości(""Moralność pani Dulskiej"" Zapolskiej)
-Schizofrenia oraz depresja na przykładzie ""Granicy"" Nałkowskiej
-Psychopatyczne zaburzenie osobowości na przykładzie ""Psychopaty"" McKaya Gardnera
-Otępienie(demencja) i upośledzenie umysłowe na przykładzie utworu Johna Steinbecka ""Myszy i ludzie""
-Zespół Aspergera i schizofrenia(""Ptasiek"" Whartona)
-Zaburzenie treści myślenia(urojenia wielkościowe) oraz zaburzenia toku myślenia(przyśpieszenie toku myślenia i splątanie toku myślowego) na przykładzie utworu Alberta Camusa ""Upadek"" ",,"
2007-01-01 ","
2007-01-01 ","
122 ","
polski ",,"

Do bólu uproszczona, że aż banalna. 

Do bólu uproszczona, że aż banalna. 



Pokaż mimo to


",
"
Monolog wewnętrzny Telimeny i inne szkice ",Michał Głowiński,"
językoznawstwo, nauka o literaturze ",Wydawnictwo Literackie,"
8308039373 ","
Książka zawiera szkice dotyczące problemów teoretycznych (jak np. strukturalizm, narratologia, granice lingwistycznej analizy poezji) oraz interpretacje utworów poetyckich i narracyjnych klasyków literatury polskiej (Leśmian, Miłosz, Szymborska) i pisarzy współczesnych (Huelle). ",,"
2007-01-01 ","
2007-01-01 ","
422 ","
polski ",,,
"
Samochody zabytkowe ",Craig Cheetham,"
motoryzacja ",Firma Księgarska Olesiejuk,"
9788374239066 ","
Wyczerpujące omówienie ponad 45 najlepszych sportowych samochodów zarówno z przeszłości, jak i współczesności, od Alfy Romeo po Voisina. Album ilustrowany ponad 300 kolorowymi, wykonanymi na specjalne zamówienie fotografiami ukazującymi każdy szczegół tych wspaniałych maszyn. zawiera tabele dotyczące historycznychh i technicznych etapów doskonalenia każdego modelu. ",,"
2007-01-01 ","
2007-01-01 ","
192 ","
polski ",,,
"
Kołysanki śpiewają Magda Umer i Grzegorz Turnau ",Magda Umer,"
wierszyki, piosenki ",Martel,"
9788361178422 ","
Kołysanki tradycyjne oraz wiersze polskich poetów, m. in. Janiny Porazińskiej czy Doroty Gellner wydane wraz z zapisem nutowym oraz płytą CD z piosenkami śpiewanymi przez Magdę Umer i Grzegorza Turnaua. ",,"
2007-01-01 ","
2007-01-01 ","
56 ","
polski ",,"

Kołysanki kojarzą nam się z dzieciństwem. Kto nie zna fragmentów utworów „Aaa, kotki dwa” albo „Ach śpij kochanie”. Potem zaczynamy mruczeć znajomą melodią i zastanawiamy się, co było dalej?

Nakładem wydawnictwa Wilga ukazała się wyjątkowa pozycja zawierająca mniej lub bardziej znane kołysanki. Znajdziemy w niej nie tylko słowa czy kolorowe, bajkowe ilustracje, ale również nuty zamieszczonych utworów. Do „Kołysanek” załączona jest płyta z lirycznym wykonaniem piosenek przez duet: Magda Umer i Grzegorz Turnau.

Polecam tą pozycję zwłaszcza dla rodziców, szczególnie dzieci w wieku przedszkolnym, a nawet i młodszych. „Kołysanki” będą dla nich dobrym wstępem do edukacji muzycznej i wieczorną rozrywką, tuż przed pójściem spać. Rodzice też na tym skorzystają, relaksując się przy słuchaniu i śpiewaniu. I przypominając sobie dni, gdy sami byli mali jak ""kruszynka"".

Źródło: www.zzyciaksiazek.blogspot.com 

Kołysanki kojarzą nam się z dzieciństwem. Kto nie zna fragmentów utworów „Aaa, kotki dwa” albo „Ach śpij kochanie”. Potem zaczynamy mruczeć znajomą melodią i zastanawiamy się, co było dalej?

Nakładem wydawnictwa Wilga ukazała się wyjątkowa pozycja zawierająca mniej lub bardziej znane kołysanki. Znajdziemy w niej nie tylko słowa czy kolorowe, bajkowe ilustracje, ale również... 

więcej



mniej





 Pokaż mimo to


",
"
Podsycanie płomienia. Odpowiedzi na pytania czytelników ",T. Lobsang Rampa,"
literatura piękna ",Sza,"
9788392533344 ","
To kolejna książka zawierająca odpowiedzi na pytania czytelników oraz cenne obserwacje dotyczące współczesnego świata. Jasność wywodu, dające do myślenia argumenty i gawędziarski styl to jej niewątpliwe atuty. Co się dzieje z nami po śmiercia Dlaczego należy unikać wpływu sekta Jak narkotyki niszczą ciała duchowea Czy warto medytować w grupiea Co osiągnęła cywilizacja Atlantydya Jakie astralne sk ",,"
2007-01-01 ","
2007-01-01 ","
154 ","
polski ",,,
"
Przekładając nieprzekładalne, t. 3, O wierności ",Olga Kubińska,"
językoznawstwo, nauka o literaturze ",Wydawnictwo Uniwersytetu Gdańskiego,"
9788373264298 ","
Trzeci tom serii Przekładając nieprzekładalne wydawanej od 2000 roku stanowi jednocześnie kontynuację i pewne novum w stosunku do poprzednich tomów; tym razem Autorzy - jako zarazem praktykujący tłumacze i badacze problematyki przekładoznawczej - mieli możliwość przedstawienia również bardziej osobistego punktu widzenia, ponieważ niejednokrotnie pisali o własnym przekładzie (jako procesie i wyniku tego procesu), o autoprzekładzie, lub o dokonanych przez osoby trzecie tłumaczeniach ich własnej twórczości. Mimo dużej rozpiętości tematycznej, znakomita większość tekstów mniej lub bardziej explicite porusza zagadnienie wierności. Nie ekwiwalencji, terminu tyleż pojemnego, co niejasnego, lecz wierności właśnie.
To drążenie przez kolejnych Autorów pojęcia wierności, ujmowanego w kategoriach nie tylko epistemologicznych, lecz również aksjologicznych, zdaje się świadczyć o jego wadze. I rzeczywiście. Wierność wyznacza obszar zainteresowań tłumaczy i badaczy przekładu. Wierność poddaje się przy tym rudymentarnej typologii: tłumacz winien jest wierność oryginałowi, ""intencjom autora"" tekstu, kulturze źródłowej, kulturze języka docelowego, swojej społeczności nawet, ale również sobie. Przeciwieństwem wierności jest sprzeniewierzenie się tłumacza. Różne są narzędzia i stopnie sprzeniewierzenia: wśród grzechów głównych wobec tekstu Autorzy wymieniają choćby grzech niezrozumienia (Balcerzan); nadmiaru (Jarniewicz); grzech dosłowności (Gu-torow). Do grzechów związanych z kontekstem zaliczyć można brak etyki (Bałuk-Ulewiczowa) czy wszech-rządy politycznej poprawności (Tabakowska).
Lecz przecież tłumacze i/lub badacze wiedzą, że zagadnienie przekładu nie samym grzechem stoi; wiedzą, z lektury, własnego przekładu, przekładu własnego tekstu, że zdarzają się tłumaczenia, które ""widzą jasno w zachwyceniu""; wiedzą, że tekst jest ""czę?cią przyrodzonego prawa do głosu"" poety (Heaney); wiedzą, że tłumaczenie jest trudnym, a przez to tym bardziej pożądanym poszukiwaniem ""odpowiedniej tonacji językowej"" (Heaney, Gutorow); są świadomi, że proces przekładu powinien być procesem przywracania utraconej równowagi (Steiner i - w praktyce - Engelking, badający przekład własnych wierszy na języki obce). ",,"
2007-01-01 ","
2007-01-01 ","
325 ","
polski ",,,
