title,author,categories,publishing,isbn,description,orginalTitle,date,datePol,pages,lang,translator,comments,quotes
"
Świat. Największe wyzwania ekologiczne ",Carolyn Fry,"
encyklopedie, sŇāowniki ",Elipsa,"
9788324595648 ","
Jaki wpŇāyw wywiera dziaŇāalnoŇõńá ludzi na Ňõrodowisko naszej planety? Autorka porusza wszystkie istotne kwestie dotyczńÖce zmian klimatycznych. UwzglńôdniajńÖc przeobraŇľenia Ňõrodowiskowe, kulturowe i technologiczne, kt√≥re najprawdopodobniej dokonajńÖ sińô w XXI wieku i p√≥Ňļniej, stara sińô wzbudzińá w czytelniku ŇõwiadomoŇõńá ekologicznńÖ i uprzytamnia, jak moŇľemy zatrzymańá bńÖdŇļ odwr√≥cińá niekorzystne zjawiska. ",,"
2008-01-01 ","
2008-01-01 ","
208 ",,,,
"
Iinchou no Himegoto #1 ",Saki Aikawa,"
komiksy ",Sho-Comi Zoukan,,"
Ayano, the committee chairman got drunk at a ballgame after party. Next morning, when she came to, she finds herself in Kagura-Kun's bed! Plus she is in her undergarments?! Kagura-Kun, who is in the same class as her, is the 10th head of the famous Kagura lineage. Having had one night stand with someone so omnipotent, Ayano can’t help but feel anxious. What should Ayano do? ","
委員長の秘メゴト ","
2008-01-01 ",,,"
japoński ",,,
"
Sztuka pisania po polsku. Poradnik praktyczny ",Michał Kuziak,"
poradniki ",Wydawnictwo Szkolne PWN,"
9788374467872 ","
Niniejsza książka może pomóc w uczeniu się pisania. Adresowana jest do szerokiego kręgu czytelników - począwszy od tych najmniej zaawansowanych, którzy dopiero poznają tajniki takich form pisemnych, jak opis, opowiadanie, charakterystyka czy streszczenie, przez tych, którzy redagują już bardziej skomplikowane wypowiedzi realizujące zasady gatunkowe rozprawki czy eseju, aż po autorów prac pisemnych ""na stopień"" - licencjackich bądź magisterskich. ",,"
2008-01-01 ","
2008-01-01 ","
320 ","
polski ",,,
"
Wielka historia świata. T. 24, Schyłek XVII w. - Kultura i sztuka XVII w. - Wiek XVIII - Kultura i sztuka XVIII w. ",praca zbiorowa,"
historia ",OXFORD Educational Sp. z o. o.,"
978-83-7425-827-2 ","
Oxford Wielka Historia Świata liczy 18 tomów (starożytność i średniowiecze) oraz 12 tomów (okres od renesansu do wydarzeń najnowszych). Imponujący opis historii świata i Polski. Od zarania dziejów do współczesności - kompendium wiedzy historycznej.
Przeżyj fascynującą podróż w czasie.
Ryciny i zdjęcia, setki map historycznych, tablice chronologiczne i zestawienia dynastii. Z każdym tomem słynny film historyczny na DVD. ",,"
2008-01-01 ","
2008-01-01 ","
304 ","
polski ",,,
"
Harcerz w polu ",Zygmunt Wyrobek,"
hobby ",Harcerstwo Polskie na Ukrainie,"
9788387899684 ","
Gdyby zorganizować głosowanie na najważniejsze książki w bibliotece każdego drużynowego, ""Harcerz w polu"" powinien znaleźc się z pewnością w czołówce takiego zestawienie, obok ""Wskazówek dla skautmistrzów"" Baden - Powella, ""O metodzie harcerskiej"" Grodeckiej, ""systemu zastępowego"" Philipsa. Ten prosty zbiór gier terenowych i porad dotyczących harcowania pokazuje jak skutecznie wykorzystać do wychowania kontakt z przyrodą i naturalny dla harcerzy pęd do rywalizacji i zabawy.Napisany u progu istnienia harcerstwa przez wychowawcę, pasjonata wychowania fizycznego i ćwiczeń na świeżym powietrzu, podręcznik, okazał się być nieprzemijającym źródłem inspiracji dla kolejnych pokoleń drużynowych i wychowawców. Bo przecież naturalne potrzeby i tęsknoty chłopców pozostają ciągle takie same. ""Harcerz w polu"" naprawdę działa, zaufajcie tej książeczce. ",,"
2008-01-01 ","
2008-01-01 ","
215 ","
polski ",,,
"
Encyklopedia Polska, tom 1, A-Bug ",praca zbiorowa,"
encyklopedie, słowniki ",Wydawnictwo Naukowe PWN,,,,"
2008-01-01 ","
2008-01-01 ","
339 ","
polski ",,,
"
Geografia ",autor nieznany,"
popularnonaukowa ",Arti,"
978-83-60803-52-3 ","
Książka ta zawiera wiele ciekawych informacji o wszystkich państwach świata, ich ustroju, religii, ukształtowania terenu i środowisku, posiada ponad 200 barwnych ilustracji i map. ","
Children's Illustrated Library World Atlas ","
2008-01-01 ","
2008-01-01 ","
64 ","
polski ","
Anna Pawłowska ",,
"
Homeopatia ",Markus Wiesenauer,"
zdrowie, medycyna ",Świat Książki,"
9788324710201 ","
Poradnik leczniczy. Wprowadzenie w tajniki homeopatii a metody leczenia na zasadzie apodobne leczy się podobnyma, niosącej w wielu przypadkach skuteczną i bezpieczną pomoc. Przewodnik po ponad 150 lekach od A do z opisanych tak, by można było skorzystać z nich samodzielnie. Kolorowe diagramy, dzielące ciało na osiem obszarów dolegliwości, pomagają zdiagnozować schorzenie. ",,"
2008-01-01 ","
2008-01-01 ","
152 ","
polski ",,,
"
Die Ärzte. Ein überdimensionales Meerschwein frisst die Erde auf ",Markus Karg,"
biografia, autobiografia, pamiętnik ",Schwarzkopf & Schwarzkopf,"
978-3896023698 ",,,"
2008-01-01 ",,"
480 ","
niemiecki ",,,
"
Komary na zębach ",Bartosz Niedziółka,"
literatura piękna ",Sorus,"
9788389949523 ","
Bartosz Niedziółka (ur. 1973), z wykształcenia i zamiłowania lekarz stomatolog, pseudonim zawodowy Doktor Bart, pracuje w jednym z poznańskich gabinetów, mieszka z rodziną pod Poznaniem. Autor wierszowanej opowiastki dla dzieci Bajka o robaku zębowym (Colgate, 2007), która jest jego debiutem literackim.zbiór opowiadań Komary na zębach powstał z czystej przyjemności wspominania radosnego, idyllicznego dzieciństwa, ale jest również wyrazem uważnej i zdystansowanej obserwacji zawodowej codzienności, która bywa niekiedy nadspodziewanie zabawna, zaskakująca i ciekawa.Bohater, młody dentysta, wraca myślami do czasów swojego dzieciństwa pełnego zabawnych zdarzeń, oryginalnych postaci, pasjonujących przygód i pierwszych miłości, dzieciństwa na wskroś szczęśliwego i beztroskiego. W tym świecie roi się od sympatycznych indywidualistów (zwłaszcza dzieci), osób bezpretensjonalnych i niebanalnych, bezwarunkowo przyjaznych i naturalnie szczerych, przedstawionych bez zadęcia, z przymrużeniem oka, często żartobliwie i zawsze życzliwie. Wspomnienia przeszłości przeplatają się z teraźniejszymi, opowiedzianymi lekko i dowcipnie, scenami z życia stomatologa. Okazuje się, że codzienność w gabinecie lekarskim daleka jest od rutyny i nudy, a na fotelu dentystycznym co i rusz zasiadają wprawiający w osłupienie ekscentrycy, to znów osoby ze wszech miar niezwykłe i fascynujące.Nieskrępowany humor, potoczysty, barwny język, wciągające, wartko płynące opowieści z nutą nostalgii i refleksji w tle to niezaprzeczalne atuty książki, która ocala od zapomnienia ważną część osobistej historii autora, a nade wszystko obecnych w niej ludzi. ",,"
2008-01-01 ","
2008-01-01 ","
138 ","
polski ",,"

Polecam tę książkę na poprawę humoru, autor przeplata opowieści z gabinet stomatologicznego z opowieściami w których przenosimy się do jego dzieciństwa, młodości. Z opowiadań z gabinetu dowiadujemy się że zawód stomatologa wcale nie jest nudny, przynosi wiele nieprawdopodobnych historii, natomiast dzieciństwo autora to tak naprawdę przypomnienie naszego beztroskiego czasu, pełnego przygód, wygłupów i poznawania świata. 

Polecam tę książkę na poprawę humoru, autor przeplata opowieści z gabinet stomatologicznego z opowieściami w których przenosimy się do jego dzieciństwa, młodości. Z opowiadań z gabinetu dowiadujemy się że zawód stomatologa wcale nie jest nudny, przynosi wiele nieprawdopodobnych historii, natomiast dzieciństwo autora to tak naprawdę przypomnienie naszego beztroskiego czasu,... 

więcej



mniej





Pokaż mimo to


",
"
Kształt dla chaosu. Twórczość Romualda Gutta a problemy polskiego modernizmu ",Anna Dybczyńska-Bułyszko,"
powieść historyczna ",DiG,"
9788371815577 ",,,"
2008-01-01 ","
2008-01-01 ","
258 ","
polski ",,,
"
Braterstwo ",Mustedżaply Barysz,"
kryminał, sensacja, thriller ",Układanka,"
9788392757009 ","
Akcja kryminału rozgrywa się w Stambule i na jego przedmieściach. W mafijnym półświatku handluje się narkotykami, żywym towarem, wykorzystuje seksualnie nieletnich, wysadza w powietrze promy. ",,"
2008-01-01 ","
2008-01-01 ","
230 ","
polski ",,"

Historia ,,Braterstwa'' jest powalająca. Ogromne wrażenie zrobiły na mnie pojedyncze sytuacje, jak i cała książka. Bohaterowie, ich historie, sceny - to wszystko składa się na bardzo dobrą książkę. Jedyne zastrzeżenie mam do wydawnictwa, ponieważ wydaje mi się, że kompletnie nie zadbali o wydanie: w książce jest mnóstwo różnego rodzaju błędów, inna czcionka na sąsiadujących ze sobą stronach, błędy graficzne, o literówkach nie wspomnę. Śmiać mi się chciało, jak wróciłam do domu, chciałam postawić nowy nabytek na półce, a na grzbiecie literówka. Zamiast Braterstwo jest napisane Brataerstwo. Zaraz zauważam takie rzeczy, więc niesamowicie mnie to poirytowało, co poskutkowało odłożeniem książki na dłuższą chwilę. Na szczęście przyszła mi z pomocą długa podróż, dlatego nie zwracając uwagi na rzeczy związane z wydaniem, skupiłam się na fabule. Po przeczytaniu mogę powiedzieć, że naprawdę się nie zawiodłam. Polecam każdemu, kto chciałby przenieść się na chwilę do ciemniejszego zakątku świata, gdzie wszystkie chwyty są dozwolone. 

Historia ,,Braterstwa'' jest powalająca. Ogromne wrażenie zrobiły na mnie pojedyncze sytuacje, jak i cała książka. Bohaterowie, ich historie, sceny - to wszystko składa się na bardzo dobrą książkę. Jedyne zastrzeżenie mam do wydawnictwa, ponieważ wydaje mi się, że kompletnie nie zadbali o wydanie: w książce jest mnóstwo różnego rodzaju błędów, inna czcionka na sąsiadujących... 

więcej



mniej





Pokaż mimo to


",
"
Od Rostowa do Kurska. Tygrysy na froncie wschodnim 1943 ",Maksym Kołomyjec,"
historia ",Militaria,"
9788372192882 ",,,"
2008-01-01 ","
2008-01-01 ","
74 ","
polski ",,"

Książka o tyle ciekawa, że napisana przez Rosjanina. Możemy poznać trochę inne spojrzenie na temat wojny pancernej na Froncie Wschodnim. Książka podejmuje temat zastosowania czołgów PzKpfw VI Tiger w 1943 roku na Froncie Wschodnim (Rostów, Charków i Kursk) w ramach 503. i 505. Batalionów Czołgów Ciężkich oraz kompanii wchodzących w skład jednostek Waffen SS. Książka zawiera sporo ciekawych informacji statystycznych, schematy organizacyjne batalionów i co ważniejsze fragmenty wojskowych raportów z frontu, czy też regulaminów z tamtych czasów opisujących taktykę użycia tej broni. Czyta się szybko, a dodatkowym plusem są ciekawe fotografie z II wojny światowej. Dobra pozycja. Nie można jednak nie zwrócić uwagi na wadę jaką są błędy literowe w tekście, które niejednokrotnie irytują. Generalnie warto zerknąć jeżeli jest się pasjonatem tego tematu. 

Książka o tyle ciekawa, że napisana przez Rosjanina. Możemy poznać trochę inne spojrzenie na temat wojny pancernej na Froncie Wschodnim. Książka podejmuje temat zastosowania czołgów PzKpfw VI Tiger w 1943 roku na Froncie Wschodnim (Rostów, Charków i Kursk) w ramach 503. i 505. Batalionów Czołgów Ciężkich oraz kompanii wchodzących w skład jednostek Waffen SS. Książka zawiera... 

więcej



mniej





Pokaż mimo to


",
"
Gwiazdy i planety ",praca zbiorowa,"
astronomia, astrofizyka ",Firma Księgarska Olesiejuk,"
83-7512-226-2 ",,"
Sterne und Planeten ","
2008-01-01 ","
2008-01-01 ","
244 ","
polski ","
Jerzy Gronkowski ",,
"
Lisek Maciuś ",Joanna Papuzińska,"
literatura dziecięca ",Wilga,"
9788361224433 ","
Razem przeczytajcie pełną ciepła, a przy tym mądrą historię. Obejrzyjcie wspaniałe ilustracje. Na każdej stronie szukajcie otwieranych okienek. Jeśli twoje dziecko uwielbia niespodzianki, koniecznie podaruj mu tę książkę! Joanna Papuzińska opowie mu pewną przedziwną przygodę, a mały lisek przedstawi leśne zwierzęta i opowie, jak można chronić las i jego mieszkańców. ",,"
2008-01-01 ","
2008-01-01 ","
10 ","
polski ",,,
"
You're So Cool, Vol. 2 ",YoungHee Lee,"
komiksy ",Yen Press,"
978-0-7595-2863-5 ","
Nan-Woo’s in deep trouble…Seung-Ha’s got his sights set on making his “girlfriend” dance in the palm of his hand solely for his own amusement! But if that’s all it is, why does he bare his (perfectly straight, white, and brilliant) teeth at Chan-Gyu, who still has feelings for Nan-Woo and wants her for himself?! ",,"
2008-01-01 ",,"
192 ","
angielski ",,,
"
Apple OS X Leopard - Poradniki dla początkujących ",Paweł Nowak,"
informatyka, matematyka ",Chwilami,"
978-83-926752-0-4 ","
""Poradniki dla początkujących"" to obowiązkowa pozycja dla posiadaczy pierwszego Maka. 53 rozdziały podzielone na osiem tematycznych części prowadzą Czytelnika od podstawowych do zaawansowanych tematów związanych z systemem operacyjnym Apple. ","
Apple OS X Leopard ","
2008-01-01 ","
2008-01-01 ","
320 ","
polski ","
Apple ",,
"
Psychomotoryka Ruch pełen znaczeń ",M. Sekułowicz,"
poradniki ",Wydawnictwo Dolnośląskie,"
9788389518804 ",,,"
2008-01-01 ","
2008-01-01 ","
320 ","
polski ",,,
"
Twój organizm. Poradnik użytkownika ",Mehmet Oz,"
poradniki ",Septem,"
9788324610310 ","
Książka Twój organizm. Poradnik użytkownika pozwala na poznanie tajników ludzkiego organizmu. Postawienie pięknego, solidnego domu, który przetrwa lata i da bezpieczne schronienie, bez wątpienia wymaga fachowca. Odpowiednie wylewki, właściwe instalacje, bezbłędnie wyznaczone piony i estetyczne wykończenie wnętrz to wszystko i dużo więcej składa się na stworzenie miejsca, w którym chcesz spędzić życie. Co w takim razie z Twoim organizmem? Z tą prywatną twierdzą, która chroni Cię i służy od pierwszej chwili życia po kres dni? Jej również przydałby się ekspert na wyłączność ktoś, kto znałby ją jak nikt, kontrolował stan techniczny i dbał o funkcjonalność. A nikt nie zatroszczy się o Twój organizm lepiej niż Ty. ","
You: the owner's manual : an insider's guide to the body that will make you healthier and younger ","
2008-01-01 ","
2008-01-01 ","
384 ","
polski ","
Anna Owsiak, Joanna Krzemień-Rusche ",,
"
Leczenie chorób wewnętrznych ogólnie dostępnymi produktami pszczelimi w świetle badań klinicznych ",Elżbieta Hołderna-Kędzia,"
zdrowie, medycyna ","Fundacja Pomocy Człowiekowi i Środowisku ""HUMANA DIVINIS""","
9788360152101 ","
Opis badań klinicznych, w których zastosowano miód, propolis, pyłek kwiatowy, pierzgę i mleczko pszczele w leczeniu różnych chorób wewnętrznych. ",,"
2008-01-01  ","
2008-01-01 ","
80 ","
polski ",,"

Kolejna pozycja ze zbiorem badań z propolisem, mleczkiem pszczelim, pyłkiem, pierzgą i miodem. Ilość przedstawionych chorób jest mała, w innych pozycjach tych autorów znalazłam więcej informacji. 

Kolejna pozycja ze zbiorem badań z propolisem, mleczkiem pszczelim, pyłkiem, pierzgą i miodem. Ilość przedstawionych chorób jest mała, w innych pozycjach tych autorów znalazłam więcej informacji. 



Pokaż mimo to


",
"
Na grani. Antologia wierszy łódzkich debiutantów ",Kacper Bartczak,"
poezja ",Stowarzyszenie Pisarzy Polskich oddział w Łodzi,"
9788388552618 ",,,"
2008-01-01 ","
2008-01-01 ",,"
polski ",,,
"
 Być gorszymi. O reakcjach na zagrożenie statusu grupy własnej ",Michał Bilewicz,"
nauki społeczne (psychologia, socjologia, itd.) ",Wydawnictwa Uniwersytetu Warszawskiego,"
9788323505921 ","
Książka ""Być gorszymi"" podejmuje rzadko poruszany w polskiej literaturze temat zagrożeń pozytywnej tożsamości społecznej. Zagrożenia tożsamości grupy wywołują wszelkie informacje świadczące, że jest ona gorsza od innych, np. słabsza lub mniej kompetentna. Może je spowodować zarówno porażka reprezentacji w zawodach piłkarskich, jak i wiadomość o zbrodniach dokonywanych przez dany naród na przedstawicielach innych nacji. Autor przedstawia bogaty przegląd literatury oraz serię eksperymentów dotyczących mechanizmów reakcji na zagrożenie pozytywnej tożsamości. Pokazuje, że - wbrew powszechnym przekonaniom - ludzie nie zawsze reagują na takie zagrożenia uprzedzeniami i niechęcią do obcych. ",,"
2008-01-01 ","
2008-01-01 ",,"
polski ",,,
"
The Soul Collector ",Paul Johnston,"
kryminał, sensacja, thriller ",HarperCollins,"
9780778302360 ","
Brutally targeted by the ""White Devil"" serial killer, crime writer Matt Wells knows what it's like to look evil in the face and survive. He's rebuilt his life—but with a disciple of his tormentor still at large, he has never stopped looking over his shoulder.

When mystery writers start dying and his friend is found murdered, Matt's paranoia appears well-founded. Now he must use all his resources to orchestrate the psychopath's end. But as cryptic clues to the next victims mock him, it is chillingly clear that his dance with the devil has only just begun.… ",,"
2008-01-01 ",,"
442 ","
angielski ",,,
"
13 słów o miłości ",Dominique Auzenet,"
religia ",eSPe,"
978-83-7482-204-6 ","
Miłość... każdy za nią tęskni, każdy pragnie być kochany. Ale czy każdy kochać unie? Jezus prosi, abyśmy trwali w Jego miłości i kochali się nawzajem tak, jak On kocha nas. Ale co to znaczy w praktyce? Odpowiedzi na to pytanie udzielił św. Paweł pisząc wspaniały ""Hymn o miłości"" Oryginalnej analizy poszczególnych ""słów"" tego dzieła dokonał autor niniejszej książki. ""13 słów o miłości"" to książka dla każdego, kto chce nauczyć się kochać. [z okładki] ","
l'Amour en treize étapes ","
2008-01-01 ","
2008-01-01 ","
200 ","
polski ","
Agnieszka Kuryś ",,
"
Ta inna ja ",Adriana Szymańska,"
literatura piękna ",Podkarpacki Instytut Książki i Marketingu,"
9788389891631 ","
Adriana Szymańska Ta inna ja –, to powieść autobiograficzna. Ta historia jest prawdziwa. To jest moja historia. Wszystkie opisane tu fakty i zdarzenia naprawdę miały miejsce (…,). Ważny jest impuls, który mną kierował, a była to potrzeba pozostawienia świadectwa, utrwalenia idei niezwykłej ludzkiej mocy ujawnianej w sytuacji, gdy prawdziwa wiara i nieugięta wola sprzysiężone ze sobą walczą o sprawę większą niż chleb powszedni i następstwo codziennych działań. Tą sprawą jest nie tylko zagrożenie życia, ale przede wszystkim pragnienie zachowania wolności w sposobie ratowania, obrona godności istoty ludzkiej ponad rygorami biologii, medycyny, umów społecznych, w samym jądrze jej niepowtarzalnej duchowości... –, ze wstępu. ",,"
2008-01-01 ","
2008-01-01 ","
398 ","
polski ",,,
