title,author,categories,publishing,isbn,description,orginalTitle,date,datePol,pages,lang,translator,comments,quotes
"
Jak zmieniać świat. Przedsiębiorcy społeczni - wizjonerzy naszych czasów ",David Bornstein,"
biznes, finanse ",AnWero,"
978-83-928015-2-8 ","
Czy możliwe jest rozwiązanie problemu biedy?
Czy istnieje sposób na objęcie opieką zdrowotną każdego miejsca na świecie?
Czy można zapewnić wszystkim dzieciom świata dobrą edukację? 

Takie wizje wydają się dziś poza naszym zasięgiem - jednak historie przedstawione w tej książce pokazują, że w istocie jesteśmy w stanie zmienić świat w niemal niewyobrażalnej skali. Rzadko o nich słyszymy. Większość medialnych informacji koncentruje się na aktualnych kłopotach ludzkości. Dociera do nas dużo wiadomości dotyczących korupcji, niekompetencji i przemocy, zaś stosunkowo niewiele uwagi poświęca się wysiłkom i sukcesom osób dążących do pozytywnych zmian. ","
How to Change the World. Social Entrepreneurs and the Power of New Ideas ","
2009-01-01 ","
2009-01-01 ","
 352 ","
polski ","
Lech Kalita ",,
"
Dylematy światopogladowe młodzieży ",Jadwiga Koralewicz,"
nauki społeczne (psychologia, socjologia, itd.) ",Zysk i S-ka,"
978-83-7506-3-837 ","
Trzy lata po ukazaniu się książki ""JP II. Pokolenie czy mozaika wartości?"", będącej świeżą i gorącą jeszcze wówczas refleksją socjologiczną nad stanem świadomości młodzieży, wywołaną odejściem Jana Pawła II, dotychczasowy zespół badawczy, wzmocniony tym razem o prof. Jadwigę Koralewicz, prezentuje wyniki pogłębionych badań socjologicznych dotyczących systemu wartości młodzieży po śmierci Jana Pawła II. Wydaje się, że obecna publikacja, także z racji upływu kilku lat, z większym dystansem odnosi się do problemu i zawiera w sobie znacznie więcej elementów syntetycznych aniżeli analitycznych. Książka Pokolenie JP II. Dylematy światopoglądowe młodzieży oznacza ważne wzmocnienie nurtu badań nad młodzieżą, może to więc być pozycja istotna nie tylko dla zawodowo zajmujących się tą problematyką socjologów, psychologów czy politologów, ale także analizujących problem kondycji młodzieży polskiej dziennikarzy, terapeutów czy pedagogów. ",,"
2009-01-01 ","
2009-01-01 ","
248  ","
polski ",,,
"
Odwaga kapitana Pluma ",James Oliver Curwood,"
powieść przygodowa ",LTW,"
9788375650785 ",,"
The courage of captain Plum ","
2009-01-01 ","
2009-01-01 ",,"
polski ",,,
"
Miód propolis, pyłek, wosk ",Wolfgang Oberrisser,"
poradniki ",Oficyna Wydawnicza MULTICO,"
9788370737658 ","
Jak najlepiej wykorzystać zalety miodu i innych produktów pszczelich? Miód jest smaczny i zdrowy - to wiadomo od wieków. Inne produkty pszczele, takie jak kit pszczeli, czyli propolis, pyłek kwiatowy, pierzga, mleczko czy wosk, też mają niezrównane właściwości odżywcze i lecznicze. Warto je poznać i skorzystać z ich mocy.Nasz poradnik dostarcza wiedzy o pozyskiwaniu produktów pszczelich w pasiece, ich przerobie, zastosowaniu i leczniczym działaniu. Znajdziesz tu wiele przepisów, rad i inspiracji. Przeczytaj i zrób samodzielnie: 
- miód z mleczkiem pszczelim i pyłkiem, 
- wyciąg z propolisu, krople i maść, 
- miód pitny i likiery z miodem, 
- miód z orzechami lub innymi dodatkami, 
- ocet miodowy, 
- a także naturalne kosmetyki z produktów pszczelich, świece i figurki z wosku pszczelego. ",,"
2009-01-01 ","
2009-01-01 ","
 104 ","
polski ",,"

Świetna książka! Wszystkie podstawowe i prawie zaawansowane informacje są opisane. Dobry przewodnik dla początkujących przyszłych pszczelarzy, pasjonatów apiterapii. Dużo fajnych przepisów, nawet na kosmetyki, ocet miodowy i miód pitny. Mocno polecam! 

Świetna książka! Wszystkie podstawowe i prawie zaawansowane informacje są opisane. Dobry przewodnik dla początkujących przyszłych pszczelarzy, pasjonatów apiterapii. Dużo fajnych przepisów, nawet na kosmetyki, ocet miodowy i miód pitny. Mocno polecam! 



Pokaż mimo to


",
"
Ciekawskie jajo ",Magdalena Wierzbowiecka,"
bajki ",Zielona Sowa,"
9788376233901 ","
Seria ""Perełki mądrości"" to propozycja książeczek, które pragną przekazać młodemu czytelnikowi uniwersalne wartości – jakże niezmienne, mimo pędzącego czasu. W bohaterach książek z tej serii dziecko może rozpoznać siebie samego i wyciągnąć wnioski z ich przygód oraz nauczyć się wielu nowych rzeczy, wykonując ciekawe zadania, specjalnie przygotowane do każdego tytułu.
Motylek pomoże ""Ciekawskiemu Jajku"" poznać wartość cierpliwości i umiejętności słuchania kogoś bardziej doświadczonego. W tych bajkach każdy z pewnością odnajdzie swoją ""perełkę mądrości"", która stanie się jego największym, wewnętrznym skarbem. ","
Ciekawskie jajo ","
2009-01-01 ","
2009-01-01 ","
26  ","
polski ",,,
"
Podstawy genetyki populacyjnej ",Andrew G. Clark,"
 nauki przyrodnicze (fizyka, chemia, biologia, itd.) ",Wydawnictwa Uniwersytetu Warszawskiego,"
9788323504955 ","
Znakomicie skonstruowany podręcznik dla studentów biologii, biotechnologii, medycyny i rolnictwa, prezentujący aktualny stan wiedzy w tej niezwykle szybko rozwijającej się dziedzinie nauki. Kolejne jego wydanie zostało znacznie rozszerzone i uzupełnione m.in. o zagadnienia genomiki. Autorzy to znani specjaliści w genetyce populacyjnej o znaczących własnych dokonaniach badawczych i dużym doświadczeniu dydaktycznym. 

Współczesną genetykę populacyjną istotnie zmieniły i wzbogaciły trzy różne, choć powiązane ze sobą rewolucje, dotyczące teorii i technologii. Jedną z nich była rewolucja koncepcyjna, która postawiła na głowie dotychczasową teoretyczną genetykę populacyjną. Kolejną - rewolucja empiryczna, która dostarczyła genetykom populacyjnym olbrzymich ilości danych do analiz. Natomiast trzecia rewolucja - rewolucja obliczeniowa - umożliwiła syntezę obu pierwszych. 

Niniejsze, czwarte już wydanie tego podręcznika jest wprowadzeniem do genetyki populacyjnej, jaka istnieje współcześnie. Adresujemy je do studentów studiów niższego i wyższego stopnia, jak również nowicjuszy w dziedzinie genetyki populacyjnej, wywodzących się z innych obszarów wiedzy, takich jak genetyka człowieka. Pisząc tę książkę, staraliśmy się zachować równowagę między teorią a obserwacją i przygotować ją tak, aby stanowiła jak najlepszą pomoc dydaktyczną. 

W całej książce zwracaliśmy szczególną uwagę na wskazanie biologicznych podstaw modeli teoretycznych oraz na wyjaśnienie w prosty sposób znaczenia uzyskiwanych wyników. Specjalne zagadnienia i przykłady, często wyodrębnione z głównego tekstu w postaci problemów, wyjaśniamy następnie krok po kroku. Mamy nadzieję, że zachęcą one studentów do zatrzymania się na chwilę i przemyślenia tego, czego się właśnie nauczyli, oraz do zastanowienia się, jak uzyskana przez nich wiedza odnosi się do sytuacji rzeczywistych. Każdy rozdział kończy się około dwudziestoma zadaniami o różnym stopniu trudności, a ich pełne wyniki można znaleźć na końcu książki. ","
Principles of Population Genetics ","
2009-01-01 ","
2009-01-01 ","
624 ","
polski ",,,
"
Kocie opowieści Lusia ",Marta Berowska,"
literatura dziecięca ",Wydawnictwo SBM,"
9788361280613 ","
Każde dziecko lubi puszyste, mruczące zwierzęta- kotki. Ta książeczka to mądra, pełna ciepła opowieść dla najmłodszych o przygodach małej Lusi- kota z nietypowym uszkiem. ",,"
2009-01-01 ","
2009-01-01 ","
32 ","
polski ",,"

Ta książeczka zawiera w sobie opowiadania o przygodach małej Lusi - czyli kota, który ma nietypowe uszko. Uważam, że spodoba się ona każdemu dziecku i rodzicom również. Opowieści są bardzo interesujące. Polecam 

Ta książeczka zawiera w sobie opowiadania o przygodach małej Lusi - czyli kota, który ma nietypowe uszko. Uważam, że spodoba się ona każdemu dziecku i rodzicom również. Opowieści są bardzo interesujące. Polecam 



Pokaż mimo to


",
"
Pedagogiczne złudzenia, zmyślenia, fikcje ",Aleksander Nalaskowski,"
nauki społeczne (psychologia, socjologia, itd.) ",Oficyna Wydawnicza Impuls,"
9788375871562 ","
Autor podejmuje próbę dyskusji z najbardziej utrwalonymi w pedagogice akademickiej i praktycznej przesądami, przekonaniami i bon motami. Kwestionuje niemal wszystko, co już na stałe weszło do kanonu pedagogicznej ramoty, co czyni pedagogikę nieciekawą i schematyczną. Aleksander Nalaskowski wprowadza też własną terminologię, proponuje nowe kategorie jako pryzmatu patrzenia na zagadnienia edukacji, nie waha się kpić i przewrotnie pytać. Gra z rutyną i szablonem.

Praca to cykl niełatwych merytorycznie i semantycznie esejów krytycznych wymagających głębszego wczytania. Napisane wartkim i dobrym językiem są owe eseje aż gęste od treści i pojęć. ",,"
2009-01-01 ","
2009-01-01 ","
120 ","
polski ",,,
"
Michael Jackson: King of pop 1958 - 2009 ",Emily Herbert,"
biografia, autobiografia, pamiętnik ",John Blake Publishing Ltd.,,,"
Michael Jackson: King of pop 1958 - 2009 ","
2009-01-01 ",,,"
angielski ",,,
"
Markus Steinhaus. Witamy w biurowym zoo. ",Markus Steinhaus,"
hobby ",Świat Książki,"
9788324712625 ",,,"
2009-01-01 ","
2009-01-01 ","
160 ","
polski ",,,
"
Owady ",praca zbiorowa,"
literatura dziecięca ",Wilga,"
978-83-259-0096-0 ","
Czy chcesz stanąć oko w oko z ptasznikiem goliatem?
Czy wiesz, jak biedronka broni się przed atakiem drapieżników?
A może zastanawia cię, dlaczego ćmy lecą w stronę światła?

Spotykaj się z najbardziej osobliwymi i fascynującymi stworzeniami na naszej planecie.
Poznaj te kolorowe i zamaskowane, pożyteczne oraz niebezpieczne.
Popatrz, jak olśniewający motyl wynurza się z poczwarki.
Wsłuchaj się w brzęczenie pszczół wykonujących swoje codzienne zadania.
Cofnij się, gdy przed nosem przemknie ci ogromny karaczan.

Ta książka cię zaskoczy! ",,"
2009-01-01 ","
2009-01-01 ","
12 ","
polski ",,"

kolekcja Aktywna nauka słynie z bogatego wydania swoich pozycji tak jest i tym razem . Bogato ilustrowana do tego trójwymiarowe obrazy czynią książkę o Owadach naprawdę bardzo atrakcyjną . Merytorycznie również znakomita . Znakomita pozycja dla dzieci również tych starszych 

kolekcja Aktywna nauka słynie z bogatego wydania swoich pozycji tak jest i tym razem . Bogato ilustrowana do tego trójwymiarowe obrazy czynią książkę o Owadach naprawdę bardzo atrakcyjną . Merytorycznie również znakomita . Znakomita pozycja dla dzieci również tych starszych 



Pokaż mimo to


;

Całkiem niedawno miałam okazję poznać książkę „Moje ciało”. Zrobiła na mnie świetne wrażenie, więc tym chętniej sięgnęłam po kolejne pozycje z serii AKTYWNA NAUKA, czyli „Dinozaury” i „Owady”. Od razu muszę wspomnieć, że i tym razem Patryczek i ja byliśmy oczarowani tym, co Wilga przyszykowała swoim czytelnikom:).

Cóż takiego niezwykłego jest w tych książkach? Przede wszystkim ważnym atutem jest oryginalność. Ogromna ilość informacji jaką udało się tu zgromadzić jest imponująca. Mimo niewielkiej ilości stron bardzo dużo tu praktycznych wskazówek, rad i wiadomości o danej grupie zwierząt. Warte wspomnienia są liczne dodatki, które szalenie uatrakcyjniają odbiór lektury. Rozkładanki, przesuwane i ruchome elementy, modele 3D, efekty świetle i dźwiękowe to tylko początek. Wszystko to ma pobudzić wyobraźnię dziecka, zainteresować go tematem i zapisać się głęboko w pamięci. I sprawdza się to idealnie. Przeglądałam książkę kilkakrotnie z siostrzeńcem i za każdym razem odkrywałam coraz to inne tajemnice jakie skrywa. Poza tym wszystko opisane jest prostym i zrozumiałym językiem, ilustracje są bogate w kolory i szczegóły a twarda oprawa i sztywne strony zapewniają długowieczność. Czy można chcieć czegoś więcej?

„Dinozaury” oraz „Owady” to pozycje należące do serii AKTYWNA NAUKA, które są przykładem książek edukacyjnych. Nie tylko uczą, ale i bawią sprawiając, że zdobywanie wiedzy stanowi nie lada przyjemność. Polecam wszystkim, młodszym i starszym. Idealnie sprawdzą się też jako prezent dla ciekawych świata odkrywców.

Moja ocena: 6/6 

Całkiem niedawno miałam okazję poznać książkę „Moje ciało”. Zrobiła na mnie świetne wrażenie, więc tym chętniej sięgnęłam po kolejne pozycje z serii AKTYWNA NAUKA, czyli „Dinozaury” i „Owady”. Od razu muszę wspomnieć, że i tym razem Patryczek i ja byliśmy oczarowani tym, co Wilga przyszykowała swoim czytelnikom:).

Cóż takiego niezwykłego jest w tych książkach? Przede... 

więcej



mniej





Pokaż mimo to


",
"
Fantastyka Wydanie Specjalne 1 (22)/2009 ",Wojciech Chmielarz,"
czasopisma ",Prószyński i S-ka,"
17317134 ","
Kwartalnik literacki, prezentujący najciekawsze współczesne opowiadania science fiction i fantasy. Ukazują się w nim najlepsze utwory polskich twórców oraz zagraniczne, dotąd nie publikowane w Polsce, wyróżnione w międzynarodowych konkursach. ",,"
2009-01-01 ","
2009-01-01 ","
80 ","
polski ",,,
"
Ciekawe dlaczego ptaki fruwają ",Jackie Gaff,"
literatura dziecięca ",Firma Księgarska Olesiejuk,"
9788376263984 ","
Z tego tytuły dzieci dowiedzą się dlaczego ptaki fruwają oraz poznają odpowiedzi na inne pytania na temat ptaków i koni. ","
Chestnuts Wear Shoes ; Geese Go on ","
2009-01-01 ","
2009-01-01 ","
48 ","
polski ","
Janusz Ochab ","

Nauka nie tylko dla dzieci 

Nauka nie tylko dla dzieci 



Pokaż mimo to


",
"
Jesień wasza, wiosna nasza ",Timothy Garton Ash,"
historia ",Krytyka Polityczna,,,"
The Polish Revolution: Solidarity, We the People ","
2009-01-01 ","
2009-01-01 ",,"
polski ",,,
"
Przygoda na Tylnej Mariackiej ",Witold Turant,"
literatura piękna ",Branta,"
9788361668008 ","
Każde miasto ma swoje legendy. Nawet Nowy, tak zdawałoby się zabiegany i skomercjalizowany, Jork.Kto wątpi, niech spyta Damona Runyona, tego od Guys & Dolls, On Broadway i innych zbiorów historyjek z miasta żyjącego w wyobraźni autora.Dlaczego więc Katowice nie miałyby mieć swoichaz recenzji Włodzimierza Paźniewskiego:(a) zdarzają się również sytuacje bardziej pogodne. Oto aliancki samolot, wracający z nalotu na rafinerię w Trzebini, nie zdążył pozbyć się wszystkich bomb. Musi je gdzieś zrzucić. I wtedy przypadek okazuje się wcale nie taki przypadkowy za jaki pragnąłby uchodzić. Bomby spadają prosto na niemiecki burdel dla notabli hitlerowskich, istniejący w willi przy ulicy Francuskiej. Od tej pory za ścianą mieszkania, w którym przebywa narrator i jego rodzina zaczynają się dziać dziwne rzeczy. Dopiero po jakimś czasie udaje się ustalić, że w czasie wojny zajmował je pewien SS-man, który zginął w czasie nalotu na ten płatny przybytek miłości. Co robića Nie pozostaje nic innego jak zamówić mszę za natrętnego ducha, aby zapewnić sobie trochę spokoju. Paradoksa Kompletny. Ale właśnie w opowiadaniach Turant bardzo często ucieka się do paradoksów. Wszystko okazuje się zawsze bardziej skomplikowane i zawiłe niż to się na pierwszy rzut oka wydaje. I to jest dużą zaletą tej prozy, w której zaskoczenie i niespodzianka stanowią istotny składnik kuchni artystycznej autora.Od czasu do czasu zdarzają się również kpiny z tzw. czasów minionych, czyli z okresu PRL-u. W opowiadaniu aGeneralskie wicea, jego bohater, przedwojenny generał, niegroźny maniak, ale dziwak na pewno, w przypływie jakiejś desperacji ubiera przedwojenny mundur generalski i udaje się do pobliskich koszar, gdzie przeprowadza regularną, choć niezapowiedzianą inspekcję, w jednaj chwili kompletnie dezorganizując wojskowym życie. Wszyscy chcą dobrze wypaść. Dopiero ktoś bardziej przytomny zauważa, że mundur generalski, ma trochę inny, bardziej archaiczny krój.(...) ",,"
2009-01-01 ","
2009-01-01 ","
176 ","
polski ",,"

Odczucia mam ambiwalentne - choć warsztat autora podziwiam. Dwa lata czekała i.. Nie czuję ducha tych legend. Dziwnie mi się czytało, ponieważ niektóre opowiadania mi odpowiadały, pozostawiały wrażenie niedopowiedzenia i zostawiały ślad myśli o innych ""siłach"", tak normalnych dla legend. (np. ""Upiór z ul. Francuskiej"").Ale potem opowiadania zupełnie były dla mnie jakby ""nie wiadomo po co"", lub bez puenty czy morału, czy choćby tego zawieszenia, że coś, kiedyś, w przeszłości lub rzutujące na przyszłość. 
Bogaty język, który - w obecnym czasie: sprawczości, skracania, uogólniania, - jest wręcz barokowy a miejscami i rococo był - jak dla mnie - na plus. 

Odczucia mam ambiwalentne - choć warsztat autora podziwiam. Dwa lata czekała i.. Nie czuję ducha tych legend. Dziwnie mi się czytało, ponieważ niektóre opowiadania mi odpowiadały, pozostawiały wrażenie niedopowiedzenia i zostawiały ślad myśli o innych ""siłach"", tak normalnych dla legend. (np. ""Upiór z ul. Francuskiej"").Ale potem opowiadania zupełnie były dla mnie jakby... 

więcej



mniej





Pokaż mimo to


;

Do przeczytania tej książki skłoniła mnie inna napisana przez tego autora. O ile byłem zachwycony ""Miastem z przypadku"", to ""Przygoda na Tylnej Mariackiej"" jest mocno przeciętna. Nawet mogę stwierdzić że jestem zawiedziony, bo spodziewałem się czegoś innego. Nie dostrzegam w niej klimatu Katowic, a opowiadania w większości czyta się ciężko, gdyż są napisane w specyficznym stylu. Język, styl i humor są przekombinowane. 

Do przeczytania tej książki skłoniła mnie inna napisana przez tego autora. O ile byłem zachwycony ""Miastem z przypadku"", to ""Przygoda na Tylnej Mariackiej"" jest mocno przeciętna. Nawet mogę stwierdzić że jestem zawiedziony, bo spodziewałem się czegoś innego. Nie dostrzegam w niej klimatu Katowic, a opowiadania w większości czyta się ciężko, gdyż są napisane w specyficznym... 

więcej



mniej





Pokaż mimo to


;

Sięgnęłam po tę książkę, gdyż żyję na Śląsku od urodzenia i zarówno moje miasto jak i Katowice są dla mnie czymś bliskim, a także interesują mnie wszelkiego rodzaju legendy miejskie i tego typu historie. Niestety - dosyć się zawiodłam, bo książka nie jest zbyt interesująca, styl jest... dziwny i zupełnie nie czułam w niej katowickiego ducha. 

Sięgnęłam po tę książkę, gdyż żyję na Śląsku od urodzenia i zarówno moje miasto jak i Katowice są dla mnie czymś bliskim, a także interesują mnie wszelkiego rodzaju legendy miejskie i tego typu historie. Niestety - dosyć się zawiodłam, bo książka nie jest zbyt interesująca, styl jest... dziwny i zupełnie nie czułam w niej katowickiego ducha. 



Pokaż mimo to


",
"
Survival Mój poradnik ",Llewellyn Claire,"
powieść przygodowa ",Papilon,"
978-83-245-7052-2 ","
Książka jest podzielona na dwie części. W pierwszej omówiono niebezpieczeństwa, jakie niosą ze sobą powodzie, pożary czy spotkanie z krokodylem. Druga zawiera przydatne wskazówki, np. jak znaleźć pożywienie i wodę, jak zbudować szałas itp. ","
Kid's survival handbook ","
2009-01-01 ","
2009-01-01 ","
96 ","
polski ","
Agnieszka Sakowicz ",,
"
Autobusem czy tramwajem ",Mariusz Niemycki,"
literatura dziecięca ",Skrzat,"
978-83-7437-436-1 ","
Posłuchaj opowieści dla ciekawskich świata, dla małych odkrywców i podróżników. Na kolorowych stronach książeczek dowiesz się: kogo ratuje pogotowie, gdzie na akcję wyjeżdża straż pożarna i policja, jak podróżować koleją, po co ludzie lecą w kosmos i dlaczego warto zostać marynarzem. Wesołe i mądre rymowanki zachęcą cię do zabawy. Przewracając karty książeczki, odnajdziesz wiele niespodzianek i ciekawostek. ",,"
2009-01-01 ","
2009-01-01 ","
6 ","
polski ",,"

Bardzo polecam tę książeczkę! Mój dwuletni syn jest w niej zakochany, gdy ją prawie codziennie czytamy wieczorem, kończy każdy wers za mnie. Książeczka dowcipna, ładne ilustracje. Żałuję, że w naszej księgarni nie ma więcej książek tego autora:( 

Bardzo polecam tę książeczkę! Mój dwuletni syn jest w niej zakochany, gdy ją prawie codziennie czytamy wieczorem, kończy każdy wers za mnie. Książeczka dowcipna, ładne ilustracje. Żałuję, że w naszej księgarni nie ma więcej książek tego autora:( 



Pokaż mimo to


",
"
Queen. Live at Wembley '86 vol. I ",praca zbiorowa,"
muzyka ",Agora,"
9788375524468 ","
rzeci album koncertowy Queen został nagrany 12 lipca 1986 roku na londyńskim stadionie Wembley, podczas brytyjskiego etapu wspaniałej europejskiej trasy Magic Tour. Koncert został starannie przygotowany i dobrze przećwiczony. Wysiłek opłacił się, ponieważ wszyscy, którzy uczestniczyli w magicznych występach Queen w 1986 roku, wspominają je do dziś.

Lista utworów:
One Vision
Tie Your Mother Down
In the Lap of the Gods
Seven Seas of Rhye
Tear It Up
A Kind of Magic
Under Pressure
Another One Bites the Dust
Who Wants to Live Forever
I Want to Break Free
Impromptu
Brighton Rock Solo
Now I'm Here ",,"
2009-01-01 ","
2009-01-01 ","
38 ","
polski  ","
Anna Araszkiewicz ","

KOCHAM 
👑👑👑👑
QUEEN NA ZAWSZE 
💖💖💖💖 

KOCHAM 
👑👑👑👑
QUEEN NA ZAWSZE 
💖💖💖💖 



Pokaż mimo to


",
"
Jarmark logopedyczny. Wybór zabaw wspomagających mowę przedszkolaków ",Mariola Malkiewicz,"
poradniki dla rodziców ",Hartigrama,"
9788371342424 ","
Blisko 150 zabaw logopedycznych o różnym stopniu trudności. Podzielone są na ćwiczenia oddechowe, fonacyjne, logorytmiczne, artykulacyjne, słuchu fonemowego. Jedna zabawa często łączy różne typy ćwiczeń. Dzięki zabawowej formie nauka trudnych dla dziecka głosek przebiega bezstresowo i w atmosferze śmiechu. ",,"
2009-01-01 ","
2009-01-01 ","
175 ","
polski ",,,
"
Bezpieczeństwo wewnętrzne państwa ",praca zbiorowa,"
nauki społeczne (psychologia, socjologia, itd.) ",Elipsa,"
9788371518461 ","
Niniejsza książka jest opracowaniem zbiorowym poświęconym wybranym zagadnieniom bezpieczeństwa wewnętrznego. Autorzy mają nadzieję, że przynajmniej częściowo wypełniają istniejącą lukę na rynku wydawniczym.
Treść książki obejmuje trzy wymiary bezpieczeństwa - teoretyczno-normatywny, podmiotowy oraz przedmiotowy. ",,"
2009-01-01 ","
2009-01-01 ","
365 ","
polski ",,,
"
Szkatułka Faraona. Przygoda w starożytnym Egipcie ",Christa Holtei,"
literatura dziecięca ",Pascal,"
978-83-7513-623-4 ","
Rozwiąż kryminalną zagadkę starożytnego Egiptu....

Seria ""Okiem tygrysa"" obejmuje książki przygodowe napisane z myślą o dzieciach w wieku od 8 lat. Dzieci, pokonawszy trudności w nauce składania liter, mogą dzięki odpowiedniej lekturze pokochać czytanie. Duże litery, ciekawa intryga, wartka narracja, zaskakujące zwroty akcji sprawiają, że od książek z serii ""Okiem tygrysa"" trudno się oderwać. Trudno się oderwać dzieciom i... dorosłym, którzy mają szansę powrotu do krainy dzieciństwa: niezwykłych przygód, niebezpiecznych złoczyńców, frapujących zagadek...

Pasjonująca fabuła jest pełna tajemnic i przygód, ale zawiera również informacje z zakresu archeologii, historii i geografii, co może skłonić młodych czytelników do poszerzania wiedzy.

""Szkatułka faraona"" rozgrywa się w starożytnym Egipcie. Złotnik Hetepi pracuje nad szkatułką, która ma znaleźć się wśród skarbów przeznaczonych do grobowca faraona. Ale drogocenny przedmiot niespodziewanie znika! Jedynie dzieci Hetepiego są świadkami kradzieży. Postanawiają ścigać złodziei i przeżywają chwile grozy… 

Czytanie jest jak ekscytująca podróż bez końca.
""Okiem tygrysa"" poleca Michał Daniel Mordarski, autor serii ""Bajek dla superdziecka"" ","
Die Schatulle des Pharao : ein Abenteuer aus dem alten Ägypten ","
2009-01-01 ","
2009-01-01 ","
128 ","
polski ","
Małgorzata Behlert ","

Wg mnie przeciętna. Przegadana historyjka. Trochę ilustracji i ciekawostek o Starożytnym Egipcie. Dziecku podobało się, jak słuchał czytania, ale jestem ciekaw, czy gdyby miał sam przeczytać, to też by mu się podobało :) 

Wg mnie przeciętna. Przegadana historyjka. Trochę ilustracji i ciekawostek o Starożytnym Egipcie. Dziecku podobało się, jak słuchał czytania, ale jestem ciekaw, czy gdyby miał sam przeczytać, to też by mu się podobało :) 



Pokaż mimo to


",
"
House of Windows ",John Langan,"
horror ",Diversion Books,"
9781682308127 ","
For the last few years, Veronica Croydon has been at the center of scandal, first as the younger woman for whom her famous professor left his wife, and then as the apparent widow of that man. When a writer staying at the same vacation home as Veronica has the chance to hear her story, he jumps at it. What follows takes him to the dark heart of a father's troubled relationship with his only son, in a story that stretches from a college town in the Hudson Valley to the battlefields on Afghanistan, from post-9/11 America to the height of Victorian England. It is a story that leads inexorably to the Belvedere House, the home Veronica shares with her husband, within whose walls a father's terrible words to his son echo and gain in awful force.
With nods to Peter Straub, H.P. Lovecraft, and Charles Dickens, House of Windows is a tense, frightening exploration of a marriage under strain from forces psychological and supernatural, a meditation on the ways loss haunts every one of us. ",,"
2009-01-01 ",,"
343 ","
angielski ",,,
"
Małżeństwo ",Xavier Lacroix,"
nauki społeczne (psychologia, socjologia, itd.) ",W drodze ,"
9788370337094 ","
Jest to książka o małżeństwie chrześcijańskim, o jego osobistych, cielesnych, emocjonalnych, duchowych i społecznych wymiarach. Autor pisze o małżeństwie odwołując się do bogatej wiedzy teologicznej, ale też podaje szereg praktycznych wskazówek zaczerpniętych z własnego życia rodzinnego. Nie unika tematów trudnych, takich jak: • wspólne zamieszkanie przed ślubem • antykoncepcja • kryzys więzi małżeńskiej • rozwody i orzeczenie nieważności małżeństwa ","
Le Mariage ","
2009-01-01 ","
2009-01-01 ","
160 ","
polski ","
Katarzyna Kubaszczyk ",,
"
Kasia i Grześ. Nadzieja ",Maugo Domańska,"
literatura dziecięca ",Media Rodzina,"
9788372783936 ","
Kasia jest nieszczęśliwa – jej rodzice się rozwodzą. Chwilami nienawidzi ich za to! Pewnego dnia poznaje dużo starszą koleżankę, Agatę. Agata świetnie ją rozumie, bo gdy była mała, przeżywała dokładnie to samo – i teraz potrafi Kasi pomóc. ",,"
2009-01-01 ","
2009-01-01 ","
24 ","
polski ",,"

Książka poruszając temat traumy, jaką jest rozwód rodziców. 

Książka poruszając temat traumy, jaką jest rozwód rodziców. 



Pokaż mimo to


",
"
Dziesięć przykazań ",Sacha Pecaric,"
religia ",Pardes,"
9788361134763 ","
Midrasz powiada, że gdy Bóg objawił się na górze Synaj, Dziesięć Przykazań rozbrzmiało w siedemdziesięciu, czyli we wszystkich, językach świata. Przykazania zostały objawione nie tylko Jisraelowi po hebrajsku, lecz jak każdemu Żydowi indywidualnie, tak również każdemu narodowi w jego własnej mowie. Dekalog stanowi zatem wspólne zobowiązanie ludzkości, które – przynajmniej między uczestnikami naszego kręgu kulturowego – powinno zbudować most o niezachwianych przęsłach.

Po tym moście powinny się także skierować pierwsze kroki ludzi, którzy pragną poznać i zrozumieć judaizm. Książka zawiera rozważania na temat idei przykazania w judaizmie, prezentowania Bożego prawa w Torze oraz eseje na temat poszczególnych przykazań. ",,"
2009-01-01 ","
2009-01-01 ","
150 ","
polski ",,"

Cienka książka opisująca treść Dekalogu.
Duży plus za wrażliwość na słowa, w tym przypadku bardzo pomagającą w zrozumieniu treści przykazań.
Trochę mi brakowało szczegółowości w przedstawianiu tego, jak daleko sięgają te przykazania, poza tym książka warta poznania, ciekawa. 

Cienka książka opisująca treść Dekalogu.
Duży plus za wrażliwość na słowa, w tym przypadku bardzo pomagającą w zrozumieniu treści przykazań.
Trochę mi brakowało szczegółowości w przedstawianiu tego, jak daleko sięgają te przykazania, poza tym książka warta poznania, ciekawa. 



Pokaż mimo to


",
