title,author,categories,publishing,isbn,description,orginalTitle,date,datePol,pages,lang,translator,comments,quotes
"
Krew, kurz, pamięć. Opowieść o bitwie nad Bzurą ziemi wydarta ",Ryszard Wójcik,"
powieść historyczna ",Nowy Dziennik,"
83-87374-39-3 ","
Kolejna fascynująca książka Ryszarda Wójcika, w której odkrywa on przed nami sekrety i tajemnice bitwy nad Bzurą z września 1939 roku. Opowiada o swoich wyprawach eksploracyjnych i o ich efektach, a także o przebiegu samych akcji i o problemach, które musiał pokonywać przeszukując okolice, na których prowadzone były walki. Opowiada również o ludziach, którzy w nich uczestniczyli lub byli świadkami tych wydarzeń i o ich przeżyciach. To oni kierowali go, w jakie miejsce ma się udać, gdzie i czego powinien szukać. ",,"
2005-01-01 ","
2005-01-01 ","
244 ","
polski ",,,
"
Secret Housemate ",Ako Shimaki,"
komiksy ",Flower Comics,"
4-09-138389-0 ","
Secret Housemate: This story was the first one in the anthology Chokotto H na Koi Monogatari. Sweet short story of a middle school boy in love with a high school girl. She is meticulous about wanting to know everything about the person she is dating. Her emotion conflict when she meets this middle school boy, who challenges her way of thinking about relationship. The author diligently places the character in a muddled, flustered, and distraught air of insecure emotions. She feels baffled because she can't comprehend why she likes him, even though she knows nothing about him. ","
Iinazuke Ryokan ","
2005-01-01 ","
2005-01-01 ","
34 ","
polski ",,,
"
Imperial Ambitions: Conversations on the Post-9/11 World ",Noam Chomsky,"
historia ",Metropolitan Books,"
080507967X ","
In this first collection of interviews since the bestselling 9-11, our foremost intellectual activist examines crucial new questions of U.S. foreign policy Timely, urgent, and powerfully elucidating, this important volume of previously unpublished interviews conducted by award-winning radio journalist David Barsamian features Noam Chomsky discussing America’s policies in an increasingly unstable world. With his famous insight, lucidity, and redoubtable grasp of history, Chomsky offers his views on the invasion and occupation of Iraq, the doctrine of “preemptive” strikes against so-called rogue states, and the prospects of the second Bush administration, warning of the growing threat to international peace posed by the U.S. drive for domination. In his inimitable style, Chomsky also dissects the propaganda system that fabricates a mythic past and airbrushes inconvenient facts out of history. Barsamian, recipient of the ACLU’s Upton Sinclair Award for independent journalism, has conducted more interviews and radio broadcasts with Chomsky than has any other journalist. Enriched by their unique rapport, Imperial Ambitions explores topics Chomsky has never before discussed, among them the 2004 presidential campaign and election, the future of Social Security, and the increasing threat, including devastating weather patterns, of global warming. The result is an illuminating dialogue with one of the leading thinkers of our time—and a startling picture of the turbulent times in which we live. ","
Imperial Ambitions: Conversations on the Post-9/11 World ","
2005-01-01 ",,"
226 ","
angielski ",,,
"
Obietnica otwartości ",Michał Zioło OCSO,"
religia ",W drodze ,"
83-7033-564-0 ","
Istnieje różnica między duchowością św. Benedykta i naszą, współczesną. Ta ostatnia dąży do indywidualności i oryginalności za wszelką cenę. Kocha rzeczy nowe i raczej się wstydzi, gdy ma zaczerpnąć z tradycji. Zapomina jednak, że duchowa spontaniczność wychowuje się w twardej szkole, która ćwiczy uczniów przez liczne repetycje. Współczesna duchowość szuka raczej Boga w czasie i miejscach nadzwyczajnych. Benedykt zaś proponuje dostrzec Go w zwykłym, dobrze wypełnionym pracą, modlitwą i wypoczynkiem dniu. Opowiada swoim życiem o Bogu niezmiennym, czyli wiernym, stałym w swojej miłości i miłującym pokój. Pójście do szkoły miłości to nic innego jak pokorne zgodzenie się z faktem, że nie umiem kochać, choć oczywiście są we mnie duże zadatki na dobrego ucznia. ",,"
2005-01-01 ","
2005-01-01 ","
300 ","
polski ",,,
"
SALOMONOWA PIEŚŃ NAD PIEŚNIAMI ",,"
historie biblijne ",tCHu doM wYdawniczy,"
8389782227 ","
Pieśń nad pieśniami niepokoi i zachwyca ludzi od tysiącleci. Kipi namiętnością nie powściąganą ani nie skrywaną. Miłość Mężczyzny i Kobiety to dar Boga, a autor — był nim król Salomon, któremu się Pieśń przypisuje, czy inny, współczesny mu twórca — oddał jej żar z niezrównaną siłą.

Wydaje się, że wszyscyśmy ją czytali, ale nie wszyscy umiemy ją przyjąć wprost — taką, jak została stworzona — jako szczere, nie liczące się z surowymi rygorami obyczaju, miłosne wyznanie, ogarniające wszystkie rejestry doznań i uczuć ludzkich.

Pieśń nad pieśniami — licząca sobie lat ponad dwa tysiące – przez cały ten czas obecna w kulturze, budząca namiętne spory interpretacyjne, będąca natchnieniem władców i poetów – jest być może poetyckim owocem jednej miłosnej nocy pod gołym niebem, a może wielu strawionych w tęsknocie, pożądaniu i uniesieniu pod wpływem tego daru Boga.

Tekst Pieśni jest ilustrowany zmysłowymi obrazami Gustava Klimta (wielkiego twórcy wiedeńskiej secesji), harmonijnie współbrzmiącymi z przepełnionym erotyzmem przekładem Bohdana Drozdowskiego. ","
Pieśń nad pieśniami ","
2005-01-01 ","
2005-01-01 ","
56 ","
polski ","
Bohdan Drozdowski ",,
"
Wielkie zmiany w dużym lesie ",Piotr Fąfrowicz,"
literatura dziecięca ","FRO9 Fąfrowicz, Ruszewska, Osadowski","
8392038444 ","
Bogato ilustrowana książka dla dzieci opowiadająca o przygodach zwierząt mieszkających w pewnym lesie. ",,"
2005-01-01 ","
2005-01-01 ","
64 ","
polski ",,,
"
Dziecko od 3 roku do 6 lat ",Anne Bacus,"
poradniki ",Wiedza i Życie,"
8371845529 ","
Sposób na wychowanie dziecka w wieku przedszkolnym. Poznanie etapów rozwoju. Organizowanie zabaw. Budowanie więzi z dzieckiem. ",,"
2005-01-01 ","
2005-01-01 ","
247 ","
polski  ",,,
"
Biznesplan w małej firmie ",Colin Barrow,"
biznes, finanse ",,"
8373616225 ","
Książka jest zbiorem praktycznych i profesionalnych wskazówek podanych w przystępnej i zilustrowanej przykładami formie. Wykonując zawarte w opracowaniu zadania zawierające przykłady i ćwiczenia, poznasz kolejne etapy przygotowywania biznesplanu. ",,"
2005-01-01 ","
2005-01-01 ","
360 ","
polski ",,,
"
Budowa i naprawa jachtów z laminatów ",Witold Tobis,"
hobby ",Alma-Press,"
8370203264 ","
Szóste wydanie książki przydatnej nie tylko przyszłym armatorom, ale też tym, którzy chcieliby zbudować bądź dokonać naprawy posiadanego już jachtu. Poradnik omawia szczegółowo kolejne fazy budowy jachtu z laminatu. Od wybrania rodzaju jachtu, poprzez omówienie aktualnie stosowanych laminatów, żywic, rozdzielaczy aż po techniki laminowania i zabudowę wnętrza. Obszerny rozdział poświęcony jest naprawom. Książka zdobyła prestiżową nagrodę im. Teligi w roku 1995. ",,"
2005-01-01 ","
2005-01-01 ","
196 ","
polski ",,"

Bardzo dobra książka, przydatna dla każdego studenta oceanotechniki na PG 

Bardzo dobra książka, przydatna dla każdego studenta oceanotechniki na PG 



Pokaż mimo to


;

Bardzo skondensowany i ciekawy poradnik jak zbudować i naprawiać własny jacht. Polecam! 

Bardzo skondensowany i ciekawy poradnik jak zbudować i naprawiać własny jacht. Polecam! 



Pokaż mimo to


;

Trochę przestarzałe informację, ale pozwala zorientować się czym tak naprawdę jest proces laminowania 

Trochę przestarzałe informację, ale pozwala zorientować się czym tak naprawdę jest proces laminowania 



Pokaż mimo to


",
"
Zbawienie poza Kościołem ",Grzegorz Chrzanowski OP,"
religia ",W drodze ,"
8370335381 ","
Sprawa spotkania różnych tradycji religijnych staje się jednym z najważniejszych wyzwań naszego czasu. Kto ma rację, kto głosi prawdę, której można powierzyć swoje życie? Mój sąsiad rabin, Arab prowadzący sklep na rogu, katolik wypatrujący w telewizji wieści z Watykanu czy charyzmatyczny chrześcijanin, który gwałtownie namawia mnie do nawrócenia? Filozofowie próbują porządkować nasze myślenie, także w obszarze religii. Książka Grzegorza Chrzanowskiego OP, stanowiąca krytyczne omówienie poglądów Johna Hicka, angielskiego filozofa religii i teologa pluralizmu religijnego, wprowadza czytelnika w samo serce aktualnych dyskusji.
Prof. dr hab. Jan Andrzej Kłoczowski OP

Czy pośród wielu religii istnieje ta jedna, prawdziwa, prowadząca bezpośrednio do Transcendencji? Jaką przyjąć postawę wobec wyznawców innych dróg zbawienia, czy istnieją jasne kryteria odrzucania jednych, a godzenia się z drugimi? Rozwiązania tych problemów proponowane przez wybitnego filozofa analitycznego Johna Hicka poddane zostały w książce Grzegorza Chrzanowskiego dogłębnej analizie.
Prof. dr hab. Łukasz Trzciński ",,"
2005-01-01 ","
2005-01-01 ","
352 ","
polski ",,,
"
Sejm i dawna Rzeczpospolita. Momenty dziejowe ",Marek Wrede,"
historia ",Wydawnictwo Sejmowe,"
83-7059-721-1 ","
Publikacja albumowa wydana na uczczenie 500 rocznicy uchwalenia konstytucja Nihil Novi. ",,"
2005-01-01 ","
2005-01-01 ","
228 ","
polski ",,,
"
Historia ustroju śląska 1202 -1740 ",Kazimierz Orzechowski,"
powieść historyczna ",Wydawnictwo Uniwersytetu Wrocławskiego,"
9788322926543 ","
Projekt badawczy dotyczy historii ustroju śląska. ",,"
2005-01-01 ","
2005-01-01 ","
251 ","
polski ",,,
"
Deszczyk i inne wiersze ",Jacek Łukasiewicz,"
poezja ",Wydawnictwo Dolnośląskie,"
8373842594 ",,,"
2005-01-01 ","
2005-01-01 ",,"
polski ",,,
"
Na szczytach Alp ",Bianchi,"
literatura piękna ",Muza,"
9788373197336 ","
Okładka: twarda, ",,"
2005-01-01 ","
2005-01-01 ","
391 ","
polski ",,,
"
Sami ułożymy sobie życie ",Nancy Cocola,"
poradniki ",KDC Klub dla ciebie,"
837404151X ","
Jak często jadamy dwa niedzielne obiady tylko dlatego, że nie potrafimy powiedzieć ""nie"" zapraszającym nas rodzicom?
Ile razy staczaliśmy walkę z mężem, który zaplanował kolejny weekend na rybach ze swoim tatą albo z żoną, która znów spędziła pół dnia na zakupach z mamą, nie uzgodniwszy tego najpierw z nami?
Czy często czujemy złość, kiedy rodzice lub teściowie wkraczają w naszą prywatność, ale poczucie winy nie pozwala nam się temu przeciwstawić?
Czy zawsze potrafimy dokonać wyboru, który jest najlepszy dla naszego małżeństwa, stawiając jednocześnie opór subtelnym naciskom, wywieranym przez naszych rodziców?
Książka ""Sami ułożymy sobie życie"" pomaga zrozumieć, jaką rolę rodzice i teściowie odgrywają w naszym małżeństwie oraz podpowiada, jak nadać tej roli właściwy wymiar. Psychoterapeutka Nancy Wasserman Cocola uczy, jak młodzi małżonkowie mogą dyplomatycznie renegocjować związki z rodzicami oraz jak postępować w skomplikowanych sytuacjach rodzinnych, począwszy od wychowywania dzieci i gospodarowania pieniędzmi, aż po opiekę nad starzejącymi się rodzicami.
Ta dająca wsparcie bezpośrednia i fachowa książka pomoże zidentyfikować ewentualne postawy konfliktowe i oczekiwania każdej z osób zaangażowanej w dany związek. Każdy znajdzie tu wskazówki, jak umocnić swoje małżeństwo, budując jednocześnie pozytywny, pełen miłości związek ze swoimi rodzicami i teściami ",,"
2005-01-01 ","
2005-01-01 ","
240 ","
polski ","
Hanna Turczyn-Zalewska ","

Książka o tyle pouczająca, że nie daje gotowych rozwiązań problemów małżeńskich i rodzinnych, ale wymusza spojrzenie na pewne rzeczy z innej perspektywy, co pozwala dostrzec różnice między małżonkami, tym jak byli wychowywani w swoich domach i jakie zachowania odziedziczyli. Nie odkrywa ameryki, ale uczy rozmawiać o różnicach i wspólnym wypracowaniu rozwiązania problemów 

Książka o tyle pouczająca, że nie daje gotowych rozwiązań problemów małżeńskich i rodzinnych, ale wymusza spojrzenie na pewne rzeczy z innej perspektywy, co pozwala dostrzec różnice między małżonkami, tym jak byli wychowywani w swoich domach i jakie zachowania odziedziczyli. Nie odkrywa ameryki, ale uczy rozmawiać o różnicach i wspólnym wypracowaniu rozwiązania problemów 



Pokaż mimo to


",
"
Kontynenty w obiektywie National Geographic ",Ferdinand Protzman,"
albumy ",G+J,"
83-600-0603-2 ","
Fotograficzna podróż do najpiękniejszych miejsc świata.
Tym razem obrazy uchwycone przez znakomitych fotografów National Geographic przenoszą nas do najpiękniejszych miejsc świata. Bez opuszczania domowego zacisza odbywamy podróż w czasie i przestrzeni, odkrywając budzące zachwyt zakątki, odnajdywane gdzieś na drogach życia. Mieniące się kolorami i obdarzone głębią zdjęcia przedstawiają krajobrazy, naturę, tradycję i ludzi - od Azji i Oceanii, przez Europę, Afrykę i Bliski Wschód, aż po obie Ameryki i odległe obszary podbiegunowe.
Wiele z prezentowanych w tym albumie zdjęć nigdy wcześniej nie było publikowanych. To kolejny album, który sięga do imponującego fotograficznego archiwum słynnego na całym świecie magazynu. ",,"
2005-01-01 ","
2005-01-01 ","
504 ","
polski ","
Ewa Budrewicz-Wałaszewska ",,
"
Trip ",Adam Pluszka,"
poezja ",Zielona Sowa,"
8373898700 ","
""Tym, co zwraca uwagę w ""Tripie"" najbardziej, jest język. I tutaj Pluszka sprawdza się znakomicie, pisząc w sposób wolny od zapożyczeń i niezależnie od panujących mód.""
Mariusz Grzebalski ",,"
2005-01-01 ","
2005-01-01 ","
58 ","
polski ",,,
"
Przeminęło z radiem. Opowieść o Zygmuncie Chamcu - założycielu i pierwszym dyrektorze Polskiego ",Ryszard Miazek,"
powieść historyczna ",Wyższa Szkoła Informatyki Stosowanej i Zarządzania,"
8387658820 ","
Książka poświęcona jest zygmuntowi Jaxa-Chamcowi, jednemu z pionierów polskiej radiofonii, założycielowi i pierwszemu dyrektorowi Polskiego Radia, którym kierował w latach 1925-1935. Pomimo historycznej roli, jaką odegrał, pozostaje wciąż postacią nieznaną, nie tylko szerszej opinii społecznej, lecz nawet środowisku ludzi mediów. Wypełnienie tej luki było główną inspiracją wydania niniejszej pracy. Okładka: twarda, Rok wydania: 2005, ",,"
2005-01-01 ","
2005-01-01 ","
320 ","
polski ",,"

Bardzo dobra książka, opisująca trudne początki polskiej radiofonii. Trudno nie zauważyć, że teraz sytuacja się powtarza choćby jeśli chodzi o wdrożenie NTC czy budową autostrad. Podsumowując książka warta przeczytania, a nawet niezbędna każdemu radiofilowi. 

Bardzo dobra książka, opisująca trudne początki polskiej radiofonii. Trudno nie zauważyć, że teraz sytuacja się powtarza choćby jeśli chodzi o wdrożenie NTC czy budową autostrad. Podsumowując książka warta przeczytania, a nawet niezbędna każdemu radiofilowi. 



Pokaż mimo to


",
"
Z uśmiechem do świata. Perełka 135 ",Renata Bocian,"
inne ",Edycja Świętego Pawła,"
8371689675 ","
""Najmniejsza książeczka nasuwająca piękne myśli i szlachetne uczucia, więcej jest warta od wszystkich zakurzonych ksiąg mądrości i traktatów naukowych"" Anatol France ",,"
2005-01-01 ","
2005-01-01 ","
16 ","
polski ",,"

""Człowiekowi najbardziej do twarzy z uśmiechem""

Złote myśli o radości. 

""Człowiekowi najbardziej do twarzy z uśmiechem""

Złote myśli o radości. 



Pokaż mimo to


",
"
Encyklopedia Gazety Wyborczej t. 3 buga - dacat ",praca zbiorowa,"
encyklopedie, słowniki ",Agora,"
83-89651-38-6 ","
Encyklopedia Gazety Wyborczej to 20-tomowe wydawnictwo zawierające ponad 100 tysięcy haseł i ponad 10 tysięcy ilustracji. Dodatkowo każdy tom jest opatrzony specjalnym suplementem ""Gazety Wyborczej"" ""Co wtedy pisaliśmy"" - wybrane hasła z encyklopedii są ilustrowane artykułami pochodzącymi z 15 lat istnienia ""Gazety"". ",,"
2005-01-01 ","
2005-01-01 ","
800 ","
polski ",,,
"
Encyklopedia Gazety Wyborczej t. 8 karpi - krema ",praca zbiorowa,"
encyklopedie, słowniki ",Agora,"
83-89651-43-2 ","
Encyklopedia Gazety Wyborczej to 20-tomowe wydawnictwo zawierające ponad 100 tysięcy haseł i ponad 10 tysięcy ilustracji. Dodatkowo każdy tom jest opatrzony specjalnym suplementem ""Gazety Wyborczej"" ""Co wtedy pisaliśmy"" - wybrane hasła z encyklopedii są ilustrowane artykułami pochodzącymi z 15 lat istnienia ""Gazety"". ",,"
2005-01-01 ","
2005-01-01 ","
800 ","
polski ",,,
"
Orbis pictus. Świat dawnej karty pocztowej ",Paweł Banaś,"
sztuka ",Wydawnictwo Uniwersytetu Wrocławskiego,"
832291928X ","
Kartka pocztowa. Może być odrębnym dziełem sztuki graficznej, nośnikiem historii, eksponatem kolekcjonerskim. Książka Pawła Banasia ""Orbis Pictus"", to wyjątkowy, bogato ilustrowany album prezentujący reprodukcje ponad 750 pocztówek wyłącznie z polskich zbiorów. Przedstawia czytelnikowi zarówno ""świat karty pocztowej"": jej zmienność, rozwój, tworzących artystów, wydawców, drukarzy, nabywców, wysyłających i adresatów, jak również ""świat na karcie pocztowej"": pełen wartości dydaktycznych, patriotycznych, religijnych, upamiętniający ważne daty i święta, czasem swawolny, łobuzerski, przepełniony erotyką. Za każdym razem to świat, który chce się poznawać i do którego chce się wracać. ",,"
2005-01-01 ","
2005-01-01 ","
512 ","
polski ",,,
"
Gioconda i różni tacy, czyli Kot Leonarda ",,"
sztuka ",XXL,"
8392183335 ","
Ponadczasowa niezwykłość Leonarda da Vinci nie kryje się tuż za pierwszym planem jego niezwykłego malarstwa... ta niezwykłość wynika z ponadczasowości dzieła i coraz to powszechniejszego współistnienia z nami, z naszymi poprzednikami i z tymi co nas zastąpią... ta książka chce pokazać, w jaki sposób trzeba wokół siebie szukać i odkrywać to co w leonardowym przesłaniu najistotniejsze... ",,"
2005-01-01 ","
2005-01-01 ","
720 ","
polski ",,"

Mirosław Malcharek proponuje książkę, będącą graficznym przedstawieniem eseju poświęconego Leonardowi Da Vinci. Każdą stronę wypełnia grafika pożółkłej strony z tekstem napisanym pismem odręcznym i ilustracjami. Autor nawiązuje do życiorysu wybitnego twórcy renesansowego, a także snuje refleksje na temat jego dzieł malarskich. Książka ta nie jest kompendium wiedzy, czy systematycznym wywodem o Leonardzie, jest natomiast pełna bardziej anegdotycznego materiału. Jest to raczej graficzna zabawa osnuta wokół postaci i dzieł Da Vinci. Jednocześnie autor zwraca uwagę na wykorzystanie elementów dorobku Leonarda (np. człowieka witruwiańskiego, Mony Lisy) we współczesnej kulturze, na przykład w reklamie. 

Mirosław Malcharek proponuje książkę, będącą graficznym przedstawieniem eseju poświęconego Leonardowi Da Vinci. Każdą stronę wypełnia grafika pożółkłej strony z tekstem napisanym pismem odręcznym i ilustracjami. Autor nawiązuje do życiorysu wybitnego twórcy renesansowego, a także snuje refleksje na temat jego dzieł malarskich. Książka ta nie jest kompendium wiedzy, czy... 

więcej



mniej





Pokaż mimo to


;

Dziwna, więcej do ogladania niż czytania. Taki ekstremalny wyczyn edytorski. Zajmuje sporo miejsca na półce, mozna podczytywać, do poduszki. 

Dziwna, więcej do ogladania niż czytania. Taki ekstremalny wyczyn edytorski. Zajmuje sporo miejsca na półce, mozna podczytywać, do poduszki. 



Pokaż mimo to


",
"
Dalekie kraje. Antologia poetów nieistniejących ",Agnieszka Kuciak,"
poezja ",Znak,"
8324005692 ","
W swej drugiej świetnej książce poetyckiej Agnieszka Kuciak użycza głosu chórowi ”nieistniejących poetów”. Mimo bogactwa i różnorodności wierszy w tomie nie sposób jednak zapomnieć, kto jest jego jedynym autorem. ",,"
2005-01-01 ","
2005-01-01 ","
109 ","
polski ",,"

Dziwo prawdziwe. Duża biegłość techniczna i oczytanie, wiersze – za przeproszeniem – fajne: inteligentne, dowcipne, a zarazem gorzkie i refleksyjne. Mam tylko problem z tomikiem jako całością. Oparto go na chwycie w wątpliwie skuteczny sposób spinającym razem utwory jakoś mnie nie przekonuje. Mam wręcz poczucie, że przyporządkowanie utworów do fikcyjnych poetów zostało dokonane post factum. Strategia ta, może i wygodna z punktu widzenia autorki (chyba niechętnej do bezpośrednich wyznań) wydaje się mi osłabiać całość i doprowadza do jej wtórnego rozbicia. Kuciak, będąca tez świetną tłumaczką, jest w każdym razie intrygującą poetką. Niestety wszystko wskazuje na to, iż już nie publikuje poezji (po tym tomie zamilkła, wcześniej wydała tylko debiutancką „Retardację”). 

Dziwo prawdziwe. Duża biegłość techniczna i oczytanie, wiersze – za przeproszeniem – fajne: inteligentne, dowcipne, a zarazem gorzkie i refleksyjne. Mam tylko problem z tomikiem jako całością. Oparto go na chwycie w wątpliwie skuteczny sposób spinającym razem utwory jakoś mnie nie przekonuje. Mam wręcz poczucie, że przyporządkowanie utworów do fikcyjnych poetów zostało... 

więcej



mniej





Pokaż mimo to


",
"
Szkoła szczeniąt ",Gwen Bailey,"
poradniki ",Galaktyka,"
8389896214 ","
Czołowa brytyjska specjalistka w dziedzinie zachowania i szkolenia psów przedstawia kompletny cykl ćwiczeń, od podstawowych do zaawansowanych, dzięki którym będziesz miał szczenię doskonałe. Dowiesz się, jak bez kar i przemocy można szczeniaka w każdym wieku wychować na posłusznego towarzysza. Liczne fotografie ułatwią prawidłowe wykonywanie opisanych ćwiczeń, krok po kroku. Układ książki i metodyka szkolenia gwarantują, że szczenię uczyć się będzie bez stresów, w swobodny, naturalny sposób. ","
Puppy school. 7 steps to the perfect puppy ","
2005-01-01 ","
2005-01-01 ","
128 ","
polski ","
Mirosław Redlicki ","

Rewelacyjna książka - poradnik jak krok po kroku wychować posłusznego psa, poparta wieloma przykładami, bardzo dobrze opisanymi, idealna dla początkujących właścicieli szczeniaków. 

Rewelacyjna książka - poradnik jak krok po kroku wychować posłusznego psa, poparta wieloma przykładami, bardzo dobrze opisanymi, idealna dla początkujących właścicieli szczeniaków. 



Pokaż mimo to


",
"
Jak wychowywać dziecko aby umiało się bronić ",Debbie Gardner,"
poradniki ",Stu¬≠dio Astrop¬≠sy¬≠cho¬≠lo¬≠gii,"
9788373771857 ","
Kiedy po raz pierwszy trzymaliŇõcie w ramionach swe nowonarodzone dziecko, przepeŇāniaŇāy was liczne emocje: duma, radoŇõńá, zdenerwowanie, ekscytacja. R√≥wnoczeŇõnie mogliŇõcie jednak odczuwańá pewnego rodzaju obawńÖ i troskńÖ o bezpieczeŇĄstwo swego dziecka w przyszŇāoŇõci. UŇõwiadomiliŇõcie sobie w√≥wczas, Ňľe jesteŇõcie w stu procentach odpowiedzialni za jego ochronńô przed wszelkimi zagroŇľeniami przez caŇāy czas. Bez wahania przyjńôliŇõcie to wyzwanie! ",,"
2005-01-01 ","
2005-01-01 ","
245 ",,,,
"
Autentyczna i zwycięska ",Kay Hoffman,"
poradniki ",Stu­dio Astrop­sy­cho­lo­gii,"
8373771832 ","
Należycie do kobiet, które uważają , że w pracy muszą ukrywać swoje prawdziwe uczucia? Jesli nie możecie być sobą w pracy, cierpi na tym wasza kreatywność, energia, produktywność i sukces. Pójdźcie więc nową ścieżką. Pozwólcie sobie doradzić by mieć więcej radości życia i sukcesów w pracy. ",,"
2005-01-01 ","
2005-01-01 ","
14 ","
polski ",,,
"
Encyklopedia Gazety Wyborczej t. 16 rosja - simeu ",praca zbiorowa,"
encyklopedie, słowniki ",Agora,"
83-89651-91-2 ","
Encyklopedia Gazety Wyborczej to 20-tomowe wydawnictwo zawierające ponad 100 tysięcy haseł i ponad 10 tysięcy ilustracji. Dodatkowo każdy tom jest opatrzony specjalnym suplementem ""Gazety Wyborczej"" ""Co wtedy pisaliśmy"" - wybrane hasła z encyklopedii są ilustrowane artykułami pochodzącymi z 15 lat istnienia ""Gazety"". ",,"
2005-01-01 ","
2005-01-01 ","
800 ","
polski ",,,
"
A co jeśli wszystko co wiesz o AIDS to nieprawda ",Maggiore Christine,"
poradniki ",Stu­dio Astrop­sy­cho­lo­gii,"
8373771794 ","
Maggiore Christine Wydawca:Studio Astropsychologii Format:15.0x21.0cm Oprawa:Miękka Objętość:230 Rok wydania:2005  Autorka na podstawie wieloletnich poszukiwań i przeprowadzonych analiz publikacji medycznych z zakresu HIV i AIDS stawia szokującą tezę: a co, jeśli to nie wirus HIV wywołuje AIDS? A co, jeśli to, co wiemy o AIDS, to nieprawda? Krok po kroku, przedstawiając niezbite dowody i fakty, udowadnia zasadność swojej myśli. ",,"
2005-01-01 ","
2005-01-01 ","
230 ","
polski ",,"

Jeden z czytelników skomentował, że książka ta jest szkodliwa. Zgadzam się z tym w stu procentach. Świadczy o tym np. życie i śmierć samej autorki. Ponadto wydanie polskie z licznymi błędami gramatycznymi i ortograficznymi. 

Jeden z czytelników skomentował, że książka ta jest szkodliwa. Zgadzam się z tym w stu procentach. Świadczy o tym np. życie i śmierć samej autorki. Ponadto wydanie polskie z licznymi błędami gramatycznymi i ortograficznymi. 



Pokaż mimo to


",
"
Księga przekazów rodzinnych o sztuce wojny - Heiho kadensho ",Yagyu Munenori,"
powieść historyczna ",Diamond Books,"
8391505359 ","
Książka to klasyczna pozycja traktująca o japońskiej szermierce, gdzie znajdujemy nie tylko praktyczne objaśnienia dotyczące techniki posługiwania się mieczem, ale i bardziej ogólne uwagi na temat filozoficznych aspektów konfrontacji. ",,"
2005-01-01 ","
2005-01-01 ","
144 ","
polski ",,,"
ĆWICZ, A REZULTATY PRZYJDĄ PO CICHU SAME ... "
"
Invincible #23 ",Bill Crabtree,"
komiksy ",Skybound Entertainment,,,,"
2005-01-01 ",,"
29 ","
angielski ",,,
"
Zarządzanie teoria i praktyka od podstaw, ćwiczenia ",Dariusz Jemielniak,"
 biznes, finanse ",Koźmiński,"
8389437503 ","
Prezentowany skrypt stanowi materiał pomocniczy dla studentów oraz prowadzących ćwiczenia w ramach przedmiotu ""Postawy Teorii Organizacji i Zarządzania"". Przedstawia on w sposób skondensowany najważniejsze informacje przekazywane na ćwiczeniach, stąd może stanowić użyteczne narzędzie do przygotowania się do zajęć, bądź powtórki materiału, ma jednak charakter uzupełniający wobec podstawowego podręcznika.
W poszczególnych rozdziałach prezentujemy najistotniejsze zagadnienia dotyczące teorii wraz z odwołaniami do źródeł bibliograficznych. Następnie część teoretyczna ilustrowana jest przykładem (mini-case) z praktyki razem z pytaniami pomocniczymi. Do każdej części proponujemy także interaktywną formę gry (ćwiczenie), która ma na celu powtórzenie, bądź utrwalenie wiedzy z zakresu zarządzania.
Testy zawarte w drugiej części skryptu stanowią przykład pytań, które mogą pojawić się na kolokwiach lub egzaminie. Do ich pomyślnego rozwiązania niezbędne jest opanowanie wiedzy zarówno ze skryptu, jak i z podręcznika. Pytania otwarte umieszczone na końcu mają przede wszystkim służyć jako pomoc do samodzielnej powtórki materiału i przygotowania do egzaminu ustnego. Pytania zostały sformułowane w ten sposób, aby zwrócić uwagę na najważniejsze elementy omawianych zagadnień, praktyczny wymiar poruszanych problemów, a także zaznajomić studentów z formą obowiązującą zwykle na egzaminach ustnych. ",,"
2005-01-01 ","
2005-01-01 ","
202 ","
polski ",,,
"
Książęcy mecenat artystyczny na śląsku u schyłku średniowiecza ",Bogusław Czechowicz,"
powieść historyczna ",DiG,"
8371813805 ","
Czechowicz Bogusław Książęcy mecenat artystyczny na śląsku u schyłku średniowiecza Wydawnictwo: DiG ISBN: 8371813805 Oprawa: Twarda Ilość stron: 727 Wymiary: 17.0x24.0cm Rok wyd.: 2005 Opis: Mecenat w poszczególnych księstwach Główne kategorie i funkcje dzieł powstałych w obrębie mecenatu książęcego Mecenat artystyczny książąt a ich miejsce w procesie utrwalania politycznej i kulturowej t ",,"
2005-01-01 ","
2005-01-01 ","
727 ","
polski ",,,
"
Samolot bombowy Jer-2 ",Benedykt Kempski,"
technika ",Bellona,"
8311101779 ","
Historia powstania, opis, dane techniczne oraz zastosowania samolotu Jer-2 ",,"
2005-01-01 ","
2005-01-01 ","
32 ","
polski ",,,
"
Dinozaury ",Michel Cuisin,"
albumy ",Wydawnictwo Dolnośląskie,,"
Niedzwiedz jaskiniowy,Diplodocus,Ryby opancerzone,Mamut,Ptaki olbrzymy,Koń,Płazy prymitywne,Dinozaury,Przodkowie ssaków itd. ","
La Prehistoire ","
2005-01-01 ","
2005-01-01 ","
52 ","
polski ",,"

Nawet ja, niezbyt wkręcona w dinozaurowe szaleństwo, z przyjemnością obejrzałam ten album. 

Nawet ja, niezbyt wkręcona w dinozaurowe szaleństwo, z przyjemnością obejrzałam ten album. 



Pokaż mimo to


",
